endpoint,split,example_id,row_index,label,gold_key,gold,prediction,correct,prompt,solution0,solution1,prediction_path
coherent86,parallel,parallel_ex000062_eng_latn,56,0,solution0,Your right elbow, Your left shoulder,False,What can you hold in your left hand but not in your right hand?,Your right elbow,Your left shoulder,experiments/archive/frontier_consolidation/data/private_scale_sentinel_eval/coherent86_private_scale_0p75/official_outputs/coherent86_private_scale_0p75/GlobalPIQA_parallel/final/full_coherent86_private_scale_0p75_GlobalPIQA_parallel/zero_shot/mlm/global_piqa_parallel/global_piqa_parallel/predictions.json
coherent86,parallel,parallel_ex000063_eng_latn,57,2,solution2,A tin can, A glass jar,False,"To pound small nails, what could be used instead of a hammer?",A leather belt,A glass jar,experiments/archive/frontier_consolidation/data/private_scale_sentinel_eval/coherent86_private_scale_0p75/official_outputs/coherent86_private_scale_0p75/GlobalPIQA_parallel/final/full_coherent86_private_scale_0p75_GlobalPIQA_parallel/zero_shot/mlm/global_piqa_parallel/global_piqa_parallel/predictions.json
coherent86,parallel,parallel_ex000064_eng_latn,58,1,solution1,The side of the house that faces downhill, The side of the house that faces the sun,False,"If a car is parked lower than the house, then which side of the house is it on?",The side of the house that faces uphill,The side of the house that faces downhill,experiments/archive/frontier_consolidation/data/private_scale_sentinel_eval/coherent86_private_scale_0p75/official_outputs/coherent86_private_scale_0p75/GlobalPIQA_parallel/final/full_coherent86_private_scale_0p75_GlobalPIQA_parallel/zero_shot/mlm/global_piqa_parallel/global_piqa_parallel/predictions.json
coherent86,parallel,parallel_ex000065_eng_latn,59,1,solution1,"Using oven mitts, grab it from both sides and carefully lift it out of the oven"," Using oven mitts, grab it from both sides and carefully lift it out of the oven",True,How should I take a hot dish out of the oven?,"Using oven mitts, grab it from the lid and carefully lift it out of the oven","Using oven mitts, grab it from both sides and carefully lift it out of the oven",experiments/archive/frontier_consolidation/data/private_scale_sentinel_eval/coherent86_private_scale_0p75/official_outputs/coherent86_private_scale_0p75/GlobalPIQA_parallel/final/full_coherent86_private_scale_0p75_GlobalPIQA_parallel/zero_shot/mlm/global_piqa_parallel/global_piqa_parallel/predictions.json
coherent86,parallel,parallel_ex000066_eng_latn,60,2,solution2,A razor blade, A razor blade,True,What can you use to shave your head?,A kitchen knife,A pocket knife,experiments/archive/frontier_consolidation/data/private_scale_sentinel_eval/coherent86_private_scale_0p75/official_outputs/coherent86_private_scale_0p75/GlobalPIQA_parallel/final/full_coherent86_private_scale_0p75_GlobalPIQA_parallel/zero_shot/mlm/global_piqa_parallel/global_piqa_parallel/predictions.json
coherent86,parallel,parallel_ex000067_eng_latn,61,1,solution1,An axe, A kitchen knife,False,What can you use to chop wood?,Scissors,An axe,experiments/archive/frontier_consolidation/data/private_scale_sentinel_eval/coherent86_private_scale_0p75/official_outputs/coherent86_private_scale_0p75/GlobalPIQA_parallel/final/full_coherent86_private_scale_0p75_GlobalPIQA_parallel/zero_shot/mlm/global_piqa_parallel/global_piqa_parallel/predictions.json
coherent86,parallel,parallel_ex000068_eng_latn,62,1,solution1,"Pants, socks, then shoes"," Pants, socks, then shoes",True,What order should you put on your clothing before leaving the house?,"Shoes, socks, then pants","Pants, socks, then shoes",experiments/archive/frontier_consolidation/data/private_scale_sentinel_eval/coherent86_private_scale_0p75/official_outputs/coherent86_private_scale_0p75/GlobalPIQA_parallel/final/full_coherent86_private_scale_0p75_GlobalPIQA_parallel/zero_shot/mlm/global_piqa_parallel/global_piqa_parallel/predictions.json
coherent86,parallel,parallel_ex000069_eng_latn,63,3,solution3,Nylon shirts, Linen shirts,False,A person is drying a shirt on a windy day in the yard. What kind of shirts will lose moisture faster?,Linen shirts,Denim shirts,experiments/archive/frontier_consolidation/data/private_scale_sentinel_eval/coherent86_private_scale_0p75/official_outputs/coherent86_private_scale_0p75/GlobalPIQA_parallel/final/full_coherent86_private_scale_0p75_GlobalPIQA_parallel/zero_shot/mlm/global_piqa_parallel/global_piqa_parallel/predictions.json
coherent86,parallel,parallel_ex000070_eng_latn,64,1,solution1,Drink water throughout the hike, Drink all your water as soon as you start the hike,False,How do you make sure to stay hydrated on a long hike?,Drink all your water when you finish the hike,Drink water throughout the hike,experiments/archive/frontier_consolidation/data/private_scale_sentinel_eval/coherent86_private_scale_0p75/official_outputs/coherent86_private_scale_0p75/GlobalPIQA_parallel/final/full_coherent86_private_scale_0p75_GlobalPIQA_parallel/zero_shot/mlm/global_piqa_parallel/global_piqa_parallel/predictions.json
coherent86,parallel,parallel_ex000071_eng_latn,65,3,solution3,The wick should be longer than the height of the candle wax, The wick should be shorter than the height of the candle wax,False,"How long is the wick of a candle, compared to the height of the candle wax?",The wick should be the same length as the height of the candle wax,The wick should be shorter than the height of the candle wax,experiments/archive/frontier_consolidation/data/private_scale_sentinel_eval/coherent86_private_scale_0p75/official_outputs/coherent86_private_scale_0p75/GlobalPIQA_parallel/final/full_coherent86_private_scale_0p75_GlobalPIQA_parallel/zero_shot/mlm/global_piqa_parallel/global_piqa_parallel/predictions.json
coherent86,parallel,parallel_ex000072_eng_latn,66,1,solution1,They will make the same amount of water overflow, The steel cube will make more water overflow,False,"You have a cube made of steel and a cube made of plastic with the same volume. If you gently put each cube underwater in a glass full of water, which one will make more volume of water overflow?",The plastic cube will make more water overflow,They will make the same amount of water overflow,experiments/archive/frontier_consolidation/data/private_scale_sentinel_eval/coherent86_private_scale_0p75/official_outputs/coherent86_private_scale_0p75/GlobalPIQA_parallel/final/full_coherent86_private_scale_0p75_GlobalPIQA_parallel/zero_shot/mlm/global_piqa_parallel/global_piqa_parallel/predictions.json
coherent86,parallel,parallel_ex000073_eng_latn,67,2,solution2,An alcohol-soaked cotton ball, A water-soaked cotton ball,False,"Before injection with a needle, what should you clean the injection site with?",An alcohol-soaked leather pad,A water-soaked cotton ball,experiments/archive/frontier_consolidation/data/private_scale_sentinel_eval/coherent86_private_scale_0p75/official_outputs/coherent86_private_scale_0p75/GlobalPIQA_parallel/final/full_coherent86_private_scale_0p75_GlobalPIQA_parallel/zero_shot/mlm/global_piqa_parallel/global_piqa_parallel/predictions.json
coherent86,parallel,parallel_ex000074_eng_latn,68,2,solution2,Wrap the cup with a plastic bag, Wrap the cup with a plastic bag,True,"If a plastic cup is cracked, what can be done to stop the water from leaking out?",Wrap the cup with a sock,Wrap the cup with paper,experiments/archive/frontier_consolidation/data/private_scale_sentinel_eval/coherent86_private_scale_0p75/official_outputs/coherent86_private_scale_0p75/GlobalPIQA_parallel/final/full_coherent86_private_scale_0p75_GlobalPIQA_parallel/zero_shot/mlm/global_piqa_parallel/global_piqa_parallel/predictions.json
coherent86,parallel,parallel_ex000075_eng_latn,69,3,solution3,200 liters, 200 liters,True,How much water fills an average bathtub?,1000 liters,50 liters,experiments/archive/frontier_consolidation/data/private_scale_sentinel_eval/coherent86_private_scale_0p75/official_outputs/coherent86_private_scale_0p75/GlobalPIQA_parallel/final/full_coherent86_private_scale_0p75_GlobalPIQA_parallel/zero_shot/mlm/global_piqa_parallel/global_piqa_parallel/predictions.json
coherent86,parallel,parallel_ex000076_eng_latn,70,0,solution0,Do not cover it, Do not cover it,True,How do you make a candle burn for a long time?,Do not cover it,Cover it with aluminum foil,experiments/archive/frontier_consolidation/data/private_scale_sentinel_eval/coherent86_private_scale_0p75/official_outputs/coherent86_private_scale_0p75/GlobalPIQA_parallel/final/full_coherent86_private_scale_0p75_GlobalPIQA_parallel/zero_shot/mlm/global_piqa_parallel/global_piqa_parallel/predictions.json
coherent86,parallel,parallel_ex000077_eng_latn,71,2,solution2,A stick, A knife,False,"While mother was sweeping the house, a coin that was on the floor was hit by the broom. The coin rolled far under the refrigerator. What could she use to get the coin out?",A sock,A fork,experiments/archive/frontier_consolidation/data/private_scale_sentinel_eval/coherent86_private_scale_0p75/official_outputs/coherent86_private_scale_0p75/GlobalPIQA_parallel/final/full_coherent86_private_scale_0p75_GlobalPIQA_parallel/zero_shot/mlm/global_piqa_parallel/global_piqa_parallel/predictions.json
coherent86,parallel,parallel_ex000078_eng_latn,72,2,solution2,In the refrigerator, In the oven,False,"To stop a banana from ripening too fast, where can you put it?",In the oven,In a bowl,experiments/archive/frontier_consolidation/data/private_scale_sentinel_eval/coherent86_private_scale_0p75/official_outputs/coherent86_private_scale_0p75/GlobalPIQA_parallel/final/full_coherent86_private_scale_0p75_GlobalPIQA_parallel/zero_shot/mlm/global_piqa_parallel/global_piqa_parallel/predictions.json
coherent86,parallel,parallel_ex000079_eng_latn,73,3,solution3,The car has worn out tires, The car has lost a tire,False,A car is skidding out of control. What scenario would make the car skid faster?,The car has new tires,The car has lost a tire,experiments/archive/frontier_consolidation/data/private_scale_sentinel_eval/coherent86_private_scale_0p75/official_outputs/coherent86_private_scale_0p75/GlobalPIQA_parallel/final/full_coherent86_private_scale_0p75_GlobalPIQA_parallel/zero_shot/mlm/global_piqa_parallel/global_piqa_parallel/predictions.json
coherent86,parallel,parallel_ex000080_eng_latn,74,2,solution2,The plain water will freeze faster, The plain water will freeze faster,True,You have a cup of plain water and a cup of salt water. You put both in the freezer. Which will freeze faster?,The salt water will freeze faster,They will freeze at the same rate,experiments/archive/frontier_consolidation/data/private_scale_sentinel_eval/coherent86_private_scale_0p75/official_outputs/coherent86_private_scale_0p75/GlobalPIQA_parallel/final/full_coherent86_private_scale_0p75_GlobalPIQA_parallel/zero_shot/mlm/global_piqa_parallel/global_piqa_parallel/predictions.json
coherent86,parallel,parallel_ex000081_eng_latn,75,0,solution0,Flatten out the towel and do not fold it, Flatten out the towel and do not fold it,True,A wet towel is lying crumpled up on the bathroom floor. How should you make it dry faster?,Flatten out the towel and do not fold it,Flatten out the towel and fold it into quarters,experiments/archive/frontier_consolidation/data/private_scale_sentinel_eval/coherent86_private_scale_0p75/official_outputs/coherent86_private_scale_0p75/GlobalPIQA_parallel/final/full_coherent86_private_scale_0p75_GlobalPIQA_parallel/zero_shot/mlm/global_piqa_parallel/global_piqa_parallel/predictions.json
coherent86,parallel,parallel_ex000082_eng_latn,76,0,solution0,A dull low sound, An echoing sound,False,You arrive at a lake and want to check the thickness of the ice. You hit the ice with a stick. What kind of sound would mean the ice is safer to walk on?,A dull low sound,A high rattling sound,experiments/archive/frontier_consolidation/data/private_scale_sentinel_eval/coherent86_private_scale_0p75/official_outputs/coherent86_private_scale_0p75/GlobalPIQA_parallel/final/full_coherent86_private_scale_0p75_GlobalPIQA_parallel/zero_shot/mlm/global_piqa_parallel/global_piqa_parallel/predictions.json
coherent86,parallel,parallel_ex000083_eng_latn,77,1,solution1,Less than 20cm, 20cm,False,"A person is walking in deep, fluffy snow, and their feet sink 20cm into the snow. A person with the same weight but much larger feet walks in the same snow. How much will the second person's feet sink into the snow?",20cm,Less than 20cm,experiments/archive/frontier_consolidation/data/private_scale_sentinel_eval/coherent86_private_scale_0p75/official_outputs/coherent86_private_scale_0p75/GlobalPIQA_parallel/final/full_coherent86_private_scale_0p75_GlobalPIQA_parallel/zero_shot/mlm/global_piqa_parallel/global_piqa_parallel/predictions.json
coherent86,parallel,parallel_ex000084_eng_latn,78,1,solution1,No, Yes,False,"The deadline for a report is two weeks from today. We will meet about the report in one week. If the meeting is postponed by two weeks, will it still be before the report deadline?",Unable to answer,No,experiments/archive/frontier_consolidation/data/private_scale_sentinel_eval/coherent86_private_scale_0p75/official_outputs/coherent86_private_scale_0p75/GlobalPIQA_parallel/final/full_coherent86_private_scale_0p75_GlobalPIQA_parallel/zero_shot/mlm/global_piqa_parallel/global_piqa_parallel/predictions.json
