pair_id,category,pivot_norm_a,target_norm_a,target_norm_b,target_class,target_token_len,target_freq_bin_a,target_freq_bin_b,left_distance,right_distance,between_content_count,row_a,source_a
p0000310,spatial,into,begin,soft,content,1,501-1000,501-1000,3,2,2,706,gutenberg
p0000311,spatial,into,next,group,content,1,1001+,1001+,6,4,5,707,fw_preserved_compact_view
p0000312,causal_connector,though,focus,sharp,content,2,251-500,251-500,2,4,3,708,fw_preserved_compact_view
p0000313,temporal,when,alters,dedicate,content,2,3-5,6-10,4,2,1,713,qwen_pair_packed
p0000314,temporal,before,known,release,content,2,1001+,251-500,3,2,2,714,qwen_pair_packed
p0000315,temporal,when,tail,roll,content,1,501-1000,501-1000,4,7,5,715,gutenberg
p0000316,temporal,after,tail,roll,content,1,501-1000,501-1000,7,4,5,715,gutenberg
p0000317,temporal,when,always,anywhere,content,1,1001+,251-500,2,3,2,721,childes
p0000318,temporal,when,trips,grade,content,1,101-250,101-250,6,5,5,721,childes
p0000319,causal_connector,if,try,will,content,1,1001+,1001+,3,4,4,722,qwen_pair_packed
p0000320,causal_connector,if,try,will,content,1,1001+,1001+,5,2,4,722,qwen_pair_packed
p0000321,spatial,through,ate,apple,content,1,1001+,501-1000,1,2,1,723,childes
p0000322,spatial,through,ate,three,content,1,1001+,1001+,1,1,1,723,childes
p0000323,causal_connector,though,puff,smokes,content,2,26-50,11-25,5,2,3,725,gutenberg
p0000324,spatial,through,ran,mind,content,1,1001+,1001+,1,2,1,726,open_subtitles
p0000325,causal_connector,because,run,would,content,1,1001+,1001+,2,2,2,726,open_subtitles
p0000326,temporal,after,union,cold,capitalized,1,501-1000,1001+,1,2,1,728,simple_wiki
p0000327,spatial,between,differences,tops,content,1,101-250,101-250,1,2,1,731,open_subtitles
p0000328,spatial,through,done,process,content,1,1001+,501-1000,1,2,1,732,simple_wiki
p0000329,causal_connector,if,minutes,yourself,content,1,1001+,1001+,2,5,2,733,bnc_spoken
p0000330,causal_connector,although,transfer,ties,content,1,101-250,101-250,3,2,3,735,fw_preserved_compact_view
p0000331,spatial,between,ties,fields,content,1,101-250,251-500,1,3,1,735,fw_preserved_compact_view
p0000332,temporal,when,angela,marcia,capitalized,1,251-500,251-500,2,1,2,736,gutenberg
p0000333,comparative,better,feels,few,content,1,251-500,1001+,1,2,1,737,childes
p0000334,causal_connector,if,enough,world,content,1,1001+,1001+,4,4,4,741,open_subtitles
p0000335,causal_connector,if,ever,back,content,1,1001+,1001+,1,7,2,743,childes
p0000336,causal_connector,if,back,ever,content,1,1001+,1001+,3,2,1,743,childes
p0000337,spatial,through,gave,mouth,content,1,1001+,1001+,2,2,2,744,fw_preserved_compact_view
p0000338,spatial,through,stomach,mouth,content,2,251-500,1001+,2,2,2,744,fw_preserved_compact_view
p0000339,spatial,below,earth,out,content,1,1001+,1001+,1,1,1,745,gutenberg
p0000340,temporal,after,splash,flower,content,2,51-100,251-500,4,3,3,745,gutenberg
p0000341,temporal,before,out,sorry,content,1,1001+,1001+,3,6,5,746,qwen_pair_packed
p0000342,causal_connector,if,house,comes,content,1,1001+,1001+,4,3,3,747,open_subtitles
p0000343,temporal,while,distressed,panicking,verbish,3,26-50,6-10,1,3,1,747,open_subtitles
p0000344,causal_connector,if,whole,says,content,1,1001+,1001+,3,2,2,748,bnc_spoken
p0000345,causal_connector,if,guys,money,content,1,1001+,1001+,5,5,2,752,childes
p0000346,causal_connector,unless,houses,made,content,1,501-1000,1001+,4,2,3,752,childes
p0000347,temporal,before,stopped,reached,verbish,1,501-1000,501-1000,2,2,1,754,qwen_pair_packed
p0000348,temporal,before,halted,reaching,verbish,1,51-100,101-250,2,1,1,754,qwen_pair_packed
p0000349,causal_connector,if,touch,must,content,1,501-1000,1001+,2,8,2,755,open_subtitles
p0000350,spatial,into,made,both,content,1,1001+,1001+,4,4,3,755,open_subtitles
p0000351,causal_connector,if,excuse,one's,content,2,1001+,501-1000,1,4,2,757,gutenberg
p0000352,temporal,when,face,suggest,content,1,1001+,251-500,1,2,1,757,gutenberg
p0000353,temporal,when,mean,nice,content,1,1001+,1001+,3,2,4,760,childes
p0000354,temporal,when,cute,it's,content,2,501-1000,1001+,2,1,1,760,childes
p0000355,causal_connector,because,off,small,content,1,1001+,1001+,5,5,4,761,bnc_spoken
p0000356,causal_connector,although,off,small,content,1,1001+,1001+,6,4,4,761,bnc_spoken
p0000357,causal_connector,because,too,he's,content,2,1001+,1001+,2,1,2,765,open_subtitles
p0000358,causal_connector,because,hafta,already,content,1,1001+,1001+,5,3,3,766,childes
p0000359,spatial,beside,run,fresh,content,1,1001+,501-1000,1,4,2,767,gutenberg
p0000360,comparative,better,tan-bark,sawdust,content,3,3-5,11-25,3,3,3,767,gutenberg
p0000361,temporal,when,other,phone,content,1,1001+,1001+,1,2,1,771,open_subtitles
p0000362,causal_connector,if,would,made,content,1,1001+,1001+,4,2,2,774,childes
p0000363,temporal,until,gas,studies,content,1,501-1000,501-1000,2,2,3,775,fw_preserved_compact_view
p0000364,temporal,until,gas,studies,content,1,501-1000,501-1000,2,2,3,775,fw_preserved_compact_view
p0000365,temporal,after,came,wars,content,1,1001+,251-500,1,3,2,777,qwen_pair_packed
p0000366,comparative,longer,means,member,content,1,1001+,1001+,7,2,3,777,qwen_pair_packed
p0000367,spatial,against,cliff,waves,content,1,101-250,251-500,1,4,2,779,qwen_pair_packed
p0000368,temporal,while,sports,stood,content,1,251-500,1001+,3,3,3,779,qwen_pair_packed
p0000369,comparative,better,will,free,content,1,1001+,1001+,3,6,2,781,open_subtitles
p0000370,temporal,before,post,eyes,content,1,501-1000,1001+,8,3,2,782,gutenberg
p0000371,spatial,into,gods,prison,content,2,251-500,501-1000,6,1,2,782,gutenberg
p0000372,temporal,when,remember,party,content,1,1001+,1001+,1,5,1,785,open_subtitles
p0000373,causal_connector,although,interest,can,content,1,501-1000,1001+,4,2,3,789,gutenberg
p0000374,temporal,when,past,man,content,1,1001+,1001+,1,1,1,789,gutenberg
p0000375,causal_connector,because,over,out,content,2,1001+,1001+,6,4,3,791,childes
p0000376,spatial,inside,believe,number,content,1,1001+,1001+,4,3,3,795,open_subtitles
p0000377,causal_connector,if,daughter,you're,content,2,1001+,1001+,2,5,4,798,open_subtitles
p0000378,temporal,before,truth,comes,content,1,501-1000,1001+,1,2,1,798,open_subtitles
p0000379,temporal,after,try,set,content,1,1001+,1001+,4,3,2,799,childes
p0000380,spatial,beside,sheep,lay,content,1,251-500,1001+,5,4,3,802,qwen_pair_packed
p0000381,temporal,when,sheep,lay,content,1,251-500,1001+,7,2,3,802,qwen_pair_packed
p0000382,causal_connector,if,would,note,content,1,1001+,501-1000,2,5,3,803,bnc_spoken
p0000383,spatial,inside,note,would,content,1,501-1000,1001+,2,2,2,803,bnc_spoken
p0000384,temporal,when,call,talk,content,1,1001+,1001+,4,7,3,807,childes
p0000385,causal_connector,if,raghu,shakuntala,capitalized,4,6-10,11-25,1,5,2,809,open_subtitles
p0000386,temporal,once,would,love,content,1,1001+,1001+,3,3,3,810,open_subtitles
p0000387,temporal,while,covered,red,verbish,1,501-1000,1001+,3,3,3,811,gutenberg
p0000388,spatial,beside,neat,rough,content,1,251-500,251-500,1,2,1,811,gutenberg
p0000389,causal_connector,because,poor,lost,content,1,1001+,1001+,2,2,2,814,childes
p0000390,causal_connector,if,climb,would,content,1,251-500,1001+,9,9,3,815,childes
p0000391,causal_connector,if,would,baby,content,1,1001+,1001+,3,4,1,815,childes
p0000392,temporal,once,race,islands,content,2,501-1000,251-500,2,3,2,822,gutenberg
p0000393,spatial,behind,about,weapons,content,1,1001+,251-500,6,4,3,822,gutenberg
p0000394,comparative,than,cancer,white,content,1,501-1000,1001+,1,1,1,823,fw_preserved_compact_view
p0000395,comparative,more,percent,die,content,1,501-1000,501-1000,1,3,2,823,fw_preserved_compact_view
p0000396,causal_connector,if,pounds,you're,content,2,1001+,1001+,1,1,1,827,bnc_spoken
p0000397,spatial,beyond,went,edge,content,1,1001+,251-500,2,2,2,829,gutenberg
p0000398,temporal,until,away,feel,content,1,1001+,1001+,3,4,2,829,gutenberg
p0000399,temporal,after,hours,eat,content,1,1001+,1001+,1,2,1,832,childes
p0000400,comparative,than,sorry,can,content,1,1001+,1001+,3,2,1,833,gutenberg
p0000401,causal_connector,if,bill,i'm,capitalized,2,501-1000,1001+,2,7,3,834,bnc_spoken
p0000402,spatial,outside,going,having,verbish,1,1001+,1001+,3,3,2,836,childes
p0000403,temporal,once,game,name,content,1,1001+,1001+,3,5,2,837,open_subtitles
p0000404,comparative,better,own,watch,content,1,1001+,1001+,3,1,2,837,open_subtitles
p0000405,temporal,before,drink,can,content,1,1001+,1001+,3,2,2,838,childes
p0000406,causal_connector,if,north,enough,content,1,1001+,1001+,2,3,4,840,bnc_spoken
p0000407,spatial,against,fifty,near,content,1,1001+,1001+,2,2,2,842,bnc_spoken
p0000408,comparative,more,lost,quarter,content,1,1001+,251-500,1,3,2,846,fw_preserved_compact_view
p0000409,comparative,than,lost,quarter,content,1,1001+,251-500,2,2,2,846,fw_preserved_compact_view
p0000410,comparative,smaller,dust,grey,content,1,101-250,251-500,3,1,2,849,fw_preserved_compact_view
p0000411,spatial,beneath,grey,dust,content,1,251-500,101-250,2,2,2,849,fw_preserved_compact_view
p0000412,causal_connector,though,trips,mystery,content,1,101-250,101-250,2,3,4,850,fw_preserved_compact_view
p0000413,temporal,when,meant,bridge,content,1,501-1000,501-1000,9,9,8,856,open_subtitles
p0000414,spatial,inside,hurts,safe,content,2,251-500,501-1000,4,3,2,856,open_subtitles
p0000415,causal_connector,if,occurred,passing,verbish,1,251-500,251-500,7,3,1,857,gutenberg
p0000416,causal_connector,if,money,save,content,1,1001+,1001+,1,9,3,860,childes
p0000417,temporal,when,story,caterpillar,content,1,1001+,1001+,2,2,1,864,childes
p0000418,spatial,through,flows,centre,content,1,101-250,501-1000,1,2,1,865,simple_wiki
p0000419,temporal,when,chickens,corn,content,1,101-250,251-500,2,4,1,868,childes
p0000420,spatial,under,album,name,content,1,1001+,1001+,1,2,1,870,simple_wiki
p0000421,causal_connector,because,should,daddy,content,1,1001+,1001+,9,4,2,871,childes
p0000422,temporal,when,always,took,content,1,1001+,1001+,3,2,2,873,gutenberg
p0000423,temporal,when,sheet,grandma,content,1,101-250,251-500,7,6,5,874,childes
p0000424,comparative,faster,whatever,went,content,1,1001+,1001+,4,3,2,874,childes
p0000425,causal_connector,if,cut,another,content,1,1001+,1001+,3,3,2,875,childes
p0000426,spatial,into,cake,pieces,content,1,1001+,501-1000,1,1,1,875,childes
p0000427,spatial,into,green-grey,limpid,content,3,1-2,6-10,1,1,1,877,gutenberg
p0000428,temporal,when,father,saw,content,1,1001+,1001+,5,2,3,877,gutenberg
p0000429,temporal,once,duty,might,content,1,251-500,1001+,1,2,1,878,gutenberg
p0000430,comparative,lower,flakes,hearth,content,3,26-50,26-50,3,5,4,878,gutenberg
p0000431,temporal,when,walk,mother,content,1,1001+,1001+,1,8,2,880,gutenberg
p0000432,temporal,before,walked,reached,verbish,1,501-1000,501-1000,1,4,2,880,gutenberg
p0000433,temporal,until,lay,man,content,1,1001+,1001+,4,3,4,881,qwen_pair_packed
p0000434,temporal,when,office,door,content,1,1001+,1001+,4,5,4,882,gutenberg
p0000435,causal_connector,if,says,whole,content,1,1001+,1001+,4,4,3,885,bnc_spoken
p0000436,spatial,between,directions,junctions,content,2,101-250,51-100,1,1,1,885,bnc_spoken
p0000437,causal_connector,if,beep,smoke,content,2,101-250,251-500,1,3,1,886,fw_preserved_compact_view
p0000438,comparative,longer,makes,can,content,1,1001+,1001+,2,3,2,887,childes
p0000439,comparative,better,can,dis,content,1,1001+,1001+,2,4,1,887,childes
p0000440,temporal,when,adult,parent,content,1,251-500,101-250,1,7,3,888,open_subtitles
p0000441,temporal,until,wants,you're,content,2,1001+,1001+,6,1,2,888,open_subtitles
p0000442,spatial,into,came,round,content,1,1001+,1001+,1,3,2,892,gutenberg
p0000443,temporal,when,man,path,content,1,1001+,251-500,4,5,3,892,gutenberg
p0000444,temporal,once,back,we're,content,2,1001+,1001+,10,1,3,893,open_subtitles
p0000445,temporal,after,lest,sacrifice,content,1,101-250,101-250,1,3,1,895,gutenberg
p0000446,causal_connector,if,girl,feel,content,2,1001+,1001+,3,6,3,895,gutenberg
p0000447,spatial,into,goes,another,content,1,1001+,1001+,1,1,1,898,childes
p0000448,temporal,when,head,past,content,2,1001+,1001+,5,5,4,899,gutenberg
p0000449,spatial,above,white,common,content,1,1001+,1001+,2,6,4,899,gutenberg
p0000450,spatial,through,can,couple,content,1,1001+,501-1000,8,8,5,900,childes
p0000451,causal_connector,though,goes,other,content,1,1001+,1001+,4,8,2,900,childes
p0000452,causal_connector,if,door,about,content,2,1001+,1001+,4,7,3,901,gutenberg
p0000453,spatial,into,went,hall,content,1,1001+,501-1000,2,2,2,901,gutenberg
p0000454,causal_connector,if,ask,may,content,1,1001+,1001+,2,2,1,902,gutenberg
p0000455,temporal,since,near,dear,content,1,1001+,1001+,2,1,2,902,gutenberg
p0000456,comparative,better,liked,started,verbish,1,501-1000,1001+,4,3,2,903,gutenberg
p0000457,temporal,when,liked,started,verbish,1,501-1000,1001+,5,2,2,903,gutenberg
p0000458,temporal,after,other,eat,content,1,1001+,1001+,6,2,4,904,open_subtitles
p0000459,comparative,longer,word,shot,content,1,1001+,501-1000,4,9,3,904,open_subtitles
p0000460,causal_connector,if,eggs,out,content,2,501-1000,1001+,2,4,2,909,gutenberg
p0000461,causal_connector,if,legs,glass,content,1,501-1000,501-1000,4,4,4,909,gutenberg
p0000462,spatial,through,journey,sky,content,1,501-1000,501-1000,1,3,2,910,gutenberg
p0000463,temporal,before,window,minutes,content,2,1001+,1001+,2,7,4,911,gutenberg
p0000464,comparative,more,window,minutes,content,2,1001+,1001+,6,3,4,911,gutenberg
p0000465,temporal,when,frightened,locked,verbish,1,251-500,251-500,1,2,1,913,gutenberg
p0000466,spatial,into,away,woods,content,1,1001+,501-1000,3,2,1,913,gutenberg
p0000467,spatial,through,came,castle,content,1,1001+,501-1000,4,2,2,914,gutenberg
p0000468,spatial,beneath,straw,corner,content,1,101-250,501-1000,1,6,2,914,gutenberg
p0000469,temporal,when,afternoon,came,content,1,501-1000,1001+,1,2,1,915,gutenberg
p0000470,causal_connector,if,protect,will,content,1,501-1000,1001+,6,5,2,922,gutenberg
p0000471,causal_connector,if,man,may,content,1,1001+,1001+,3,2,1,922,gutenberg
p0000472,spatial,into,others,hands,content,1,1001+,1001+,3,2,2,924,gutenberg
p0000473,temporal,before,father,should,content,1,1001+,1001+,2,3,3,924,gutenberg
p0000474,temporal,before,saw,now,content,1,1001+,1001+,2,4,2,926,childes
p0000475,spatial,across,now,street,content,1,1001+,1001+,3,2,2,926,childes
p0000476,causal_connector,because,vehicle,suspension,content,2,101-250,26-50,3,4,2,927,simple_wiki
p0000477,comparative,less,it's,weeks,content,2,1001+,1001+,2,3,3,928,childes
p0000478,comparative,than,it's,weeks,content,2,1001+,1001+,3,2,3,928,childes
p0000479,causal_connector,because,skulls,similarities,content,3,11-25,11-25,1,3,1,929,fw_preserved_compact_view
p0000480,comparative,better,lt's,ditch,content,2,51-100,51-100,1,4,3,932,open_subtitles
p0000481,comparative,than,lt's,ditch,content,2,51-100,51-100,2,3,3,932,open_subtitles
p0000482,temporal,when,everybody,can,content,1,1001+,1001+,4,5,5,933,open_subtitles
p0000483,causal_connector,if,can,paper,content,1,1001+,1001+,8,8,6,933,open_subtitles
p0000484,spatial,into,nina,large,content,1,1001+,1001+,3,2,2,934,childes
p0000485,spatial,into,back,room,content,1,1001+,1001+,1,1,1,936,childes
p0000486,spatial,against,double,half,content,1,501-1000,1001+,4,4,4,938,gutenberg
p0000487,temporal,before,creatures,soldiers,content,2,251-500,501-1000,2,5,4,938,gutenberg
p0000488,spatial,between,rocks,little,content,1,251-500,1001+,6,7,4,939,gutenberg
p0000489,temporal,since,tree,job,content,1,1001+,1001+,2,5,2,941,childes
p0000490,temporal,when,world,little,content,1,1001+,1001+,5,4,1,941,childes
p0000491,spatial,outside,rock,sticks,content,1,1001+,501-1000,2,6,3,942,childes
p0000492,temporal,when,funny,baby,content,1,1001+,1001+,2,4,2,944,childes
p0000493,causal_connector,if,out,fine,content,2,1001+,1001+,3,3,2,946,open_subtitles
p0000494,temporal,during,will,months,content,1,1001+,1001+,4,3,4,947,fw_preserved_compact_view
p0000495,temporal,when,friends,upon,content,1,1001+,1001+,1,3,2,948,qwen_pair_packed
p0000496,temporal,when,friends,upon,content,1,1001+,1001+,1,3,2,948,qwen_pair_packed
p0000497,comparative,smaller,cousins,tusks,content,2,101-250,51-100,4,4,3,949,childes
p0000498,spatial,beyond,it's,mommy,capitalized,2,1001+,1001+,1,4,2,950,open_subtitles
p0000499,spatial,through,ate,apple,content,1,1001+,501-1000,1,2,1,951,childes
p0000500,spatial,through,ate,still,content,1,1001+,1001+,1,5,2,951,childes
p0000501,temporal,while,knew,quite,content,1,1001+,1001+,3,3,2,953,qwen_pair_packed
p0000502,spatial,into,girl,room,content,1,1001+,1001+,2,2,3,957,gutenberg
p0000503,spatial,above,stood,tall,content,1,1001+,501-1000,5,5,4,957,gutenberg
p0000504,temporal,after,horses,pine,content,1,501-1000,101-250,2,3,3,958,qwen_pair_packed
p0000505,spatial,into,can,other,content,1,1001+,1001+,3,1,2,959,simple_wiki
p0000506,spatial,within,born,can,content,1,1001+,1001+,1,3,2,959,simple_wiki
p0000507,causal_connector,if,can,eyes,content,1,1001+,1001+,8,6,5,961,childes
p0000508,causal_connector,if,again,case,content,1,1001+,1001+,1,3,2,962,bnc_spoken
p0000509,spatial,outside,problems,locations,content,1,501-1000,101-250,4,2,3,962,bnc_spoken
p0000510,causal_connector,because,red,rolling,verbish,1,1001+,251-500,1,4,1,963,childes
p0000511,spatial,across,levels,wide,content,1,251-500,501-1000,3,2,2,964,fw_preserved_compact_view
p0000512,spatial,outside,private,lawyer,content,1,501-1000,501-1000,2,4,3,966,qwen_pair_packed
p0000513,spatial,outside,private,lawyer,content,1,501-1000,501-1000,2,4,3,966,qwen_pair_packed
p0000514,comparative,more,three,letters,content,1,1001+,501-1000,1,1,1,967,simple_wiki
p0000515,spatial,into,could,teach,content,1,1001+,251-500,4,6,4,968,gutenberg
p0000516,temporal,when,sat,yet,content,1,1001+,1001+,1,7,2,968,gutenberg
p0000517,causal_connector,if,will,yourself,content,1,1001+,1001+,3,7,5,969,open_subtitles
p0000518,temporal,when,mean,thought,content,2,1001+,1001+,4,2,2,970,open_subtitles
p0000519,temporal,when,clouds,flash,content,1,251-500,101-250,1,2,1,976,fw_preserved_compact_view
p0000520,temporal,after,second,mad,content,1,1001+,501-1000,1,4,3,979,childes
p0000521,spatial,through,can,problem,content,1,1001+,1001+,6,4,3,980,bnc_spoken
p0000522,comparative,better,lot,can,content,1,1001+,1001+,1,3,2,980,bnc_spoken
