global_index,domain,ContextType,ContextDiff,TargetDiff,ConceptA,ConceptB,context_diff_c1,context_diff_c2,target_diff_words,depth_interaction_sum,shallow_interaction_sum,depth_local_min_actual_over_swapped_sum,shallow_local_min_actual_over_swapped_sum
797,agent-properties,indirect,antonym,concept swap,make more effort,make less effort,more,less,less more,-4.657246454720735,-4.327645414217841,-1.1856212615966797,-3.0046480894088745
798,agent-properties,indirect,antonym,concept swap,make more effort,make less effort,less,more,less more,-3.8499399313004687,-4.14835131727159,-0.9515762329101562,-2.536389112472534
799,agent-properties,indirect,antonym,concept swap,make more effort,make less effort,more,less,less more,-3.8499399313004687,-4.14835131727159,-0.9515762329101562,-2.536389112472534
800,agent-properties,indirect,antonym,concept swap,make more effort,make less effort,less,more,less more,-4.591890813608188,-4.748146317899227,-1.4371482133865356,-3.0691528916358948
801,agent-properties,indirect,antonym,concept swap,make more effort,make less effort,more,less,less more,-4.591890813608188,-4.748146317899227,-1.4371482133865356,-3.0691528916358948
816,agent-properties,indirect,antonym,concept swap,make more effort,make less effort,less,more,less more,-0.15581015433417633,-0.40664323628880084,-4.66610860824585,-3.6416351795196533
819,agent-properties,indirect,antonym,concept swap,make more effort,make less effort,more,less,less more,-4.136662466684356,-2.5071258227690123,-1.7000072002410889,-2.8991767168045044
820,agent-properties,indirect,antonym,concept swap,make more effort,make less effort,less,more,less more,-3.660050544596743,-2.5811062476132065,-1.5945453643798828,-2.8004180192947388
821,agent-properties,indirect,antonym,concept swap,make more effort,make less effort,more,less,less more,-3.660050544596743,-2.5811062476132065,-1.5945453643798828,-2.8004180192947388
822,agent-properties,indirect,antonym,concept swap,make more effort,make less effort,less,more,less more,-4.15876594526344,-2.9790944646811113,-1.6215161085128784,-3.317903459072113
823,agent-properties,indirect,antonym,concept swap,make more effort,make less effort,more,less,less more,-4.15876594526344,-2.9790944646811113,-1.6215161085128784,-3.317903459072113
838,agent-properties,indirect,antonym,concept swap,make more effort,make less effort,less,more,less more,-0.5914863967627753,-1.471954933484085,-3.446683168411255,-5.244568347930908
841,agent-properties,indirect,antonym,concept swap,make more effort,make less effort,more,less,less more,-4.666777364021982,-2.0968155824230053,-1.1882476806640625,-2.9840641021728516
843,agent-properties,indirect,antonym,concept swap,make more effort,make less effort,more,less,less more,-4.329002416168805,-2.404459963348927,-1.1292200088500977,-2.9619176387786865
845,agent-properties,indirect,antonym,concept swap,make more effort,make less effort,more,less,less more,-4.910899935057387,-2.915031054522842,-1.2831125259399414,-3.5738184452056885
860,agent-properties,indirect,antonym,concept swap,make more effort,make less effort,less,more,less more,-0.043108404031954706,-1.066560336155817,-1.8734396696090698,-2.852588653564453
863,agent-properties,indirect,antonym,concept swap,make more effort,make less effort,more,less,less more,-4.363376469060313,-2.6685251927992795,-1.0317018032073975,-3.4394128918647766
864,agent-properties,indirect,antonym,concept swap,make more effort,make less effort,less,more,less more,-3.85401993105188,-2.2616207904648036,-0.838160514831543,-3.0502798557281494
865,agent-properties,indirect,antonym,concept swap,make more effort,make less effort,more,less,less more,-3.85401993105188,-2.2616207904648036,-0.838160514831543,-3.0502798557281494
866,agent-properties,indirect,antonym,concept swap,make more effort,make less effort,less,more,less more,-4.462416704744101,-4.360401486046612,-1.1105852127075195,-3.3842532634735107
867,agent-properties,indirect,antonym,concept swap,make more effort,make less effort,more,less,less more,-4.462416704744101,-4.360401486046612,-1.1105852127075195,-3.3842532634735107
882,agent-properties,indirect,antonym,concept swap,make more effort,make less effort,less,more,less more,-0.209532160370145,-1.5316394941182807,-3.180464029312134,-3.182392120361328
885,agent-properties,indirect,antonym,concept swap,make more effort,make less effort,more,less,less more,-4.789211800540215,-1.545460494060535,-1.4703826904296875,-3.095453143119812
887,agent-properties,indirect,antonym,concept swap,make more effort,make less effort,more,less,less more,-4.207786096318159,-2.4134420456539374,-1.3378000259399414,-2.886600613594055
888,agent-properties,indirect,antonym,concept swap,make more effort,make less effort,less,more,less more,-4.809844066330697,-3.5855014021508396,-1.4672622680664062,-3.307055354118347
889,agent-properties,indirect,antonym,concept swap,make more effort,make less effort,more,less,less more,-4.809844066330697,-3.5855014021508396,-1.4672622680664062,-3.307055354118347
906,agent-properties,indirect,antonym,variable swap,make more effort,make less effort,less,more,,-1.4614870713558048,-1.7179693449288607,-3.8454675674438477,-3.8451578617095947
908,agent-properties,indirect,antonym,variable swap,make more effort,make less effort,less,more,,-0.2745471637172159,-0.371921049663797,-2.200435757637024,-4.080615878105164
914,agent-properties,indirect,antonym,variable swap,make more effort,make less effort,less,more,,-0.13441929963300936,-0.09141822304809466,-1.1856212615966797,-3.0046480894088745
921,agent-properties,indirect,antonym,variable swap,make more effort,make less effort,more,less,,-0.2696806833264418,-0.2724958034232259,-1.4371482133865356,-3.0691528916358948
928,agent-properties,indirect,antonym,variable swap,make more effort,make less effort,more,less,,-0.1293281326070428,-0.7457734411582351,-1.9258842468261719,-3.326493263244629
935,agent-properties,indirect,antonym,variable swap,make more effort,make less effort,less,more,,-0.03608356975018978,-0.2950850762426853,-1.807166576385498,-3.3911540508270264
943,agent-properties,indirect,antonym,variable swap,make more effort,make less effort,less,more,,-0.4817947609408293,-0.45151186012662947,-1.6811556816101074,-4.042627155780792
971,agent-properties,indirect,antonym,variable swap,make more effort,make less effort,less,more,,-0.013018470723181963,-0.05925300670787692,-3.0076513290405273,-3.307875633239746
972,agent-properties,indirect,antonym,variable swap,make more effort,make less effort,more,less,,-0.6932477466762066,-1.3730159956030548,-2.295769691467285,-3.398055076599121
996,agent-properties,indirect,antonym,variable swap,make more effort,make less effort,less,more,,-0.967953070445219,-1.3169386457884684,-3.446683168411255,-5.244568347930908
1009,agent-properties,indirect,antonym,variable swap,make more effort,make less effort,more,less,,-0.11413376263226382,-0.3186460191500373,-1.2831096649169922,-3.5738184452056885
1031,agent-properties,indirect,antonym,variable swap,make more effort,make less effort,less,more,,-1.1264268114755396,-1.005040722899139,-3.729300379753113,-5.305050253868103
1040,agent-properties,indirect,antonym,variable swap,make more effort,make less effort,less,more,,-0.5181762356660329,-1.1489865848561749,-1.8734396696090698,-2.852588653564453
1060,agent-properties,indirect,antonym,variable swap,make more effort,make less effort,more,less,,-0.5503908917307854,-0.09696126775816083,-1.624997615814209,-4.275384426116943
1064,agent-properties,indirect,antonym,variable swap,make more effort,make less effort,more,less,,-0.19918135181069374,-0.12154040997847915,-1.851264476776123,-3.9183201789855957
1071,agent-properties,indirect,antonym,variable swap,make more effort,make less effort,less,more,,-0.1415266552940011,-2.1147839442128316,-2.3439035415649414,-2.162806272506714
1078,agent-properties,indirect,antonym,variable swap,make more effort,make less effort,less,more,,-0.1501409923657775,-1.263994071399793,-2.670659899711609,-4.225212931632996
1084,agent-properties,indirect,antonym,variable swap,make more effort,make less effort,less,more,,-0.18715439370134845,-4.680554992577527,-3.180464029312134,-3.182392120361328
1107,agent-properties,indirect,antonym,variable swap,make more effort,make less effort,less,more,,-0.577251854352653,-0.6493550958111882,-1.8938593864440918,-3.753837466239929
1119,agent-properties,indirect,antonym,variable swap,make more effort,make less effort,less,more,,-0.3613870329281781,-4.199901041458361,-3.6002697944641113,-2.693852424621582
1120,agent-properties,indirect,variable swap,concept swap,make more effort,make less effort,Jesse ||| Wei.,Wei ||| Jesse.,less more,-0.1310537001118064,-0.4894626346649602,-0.47852516174316406,-1.210106372833252
1146,agent-properties,indirect,variable swap,concept swap,make more effort,make less effort,Jesse ||| Wei.,Wei ||| Jesse.,less more,-0.08135677094105631,-0.16504884575260803,-3.9670352935791016,-1.2261343002319336
1153,agent-properties,indirect,variable swap,concept swap,make more effort,make less effort,Jesse ||| Wei.,Wei ||| Jesse.,less more,-0.18853097781538963,-1.0795041043311357,-1.1800827980041504,-2.500746250152588
1160,agent-properties,indirect,variable swap,concept swap,make more effort,make less effort,airplane ||| candle.,candle ||| airplane.,less more,-0.11449280852684751,-1.661285262554884,-1.2194008827209473,-2.462225914001465
1163,agent-properties,indirect,variable swap,concept swap,make more effort,make less effort,airplane ||| candle.,candle ||| airplane.,less more,-0.2289900578034576,-0.8570880003971979,-0.8269534111022949,-2.329552412033081
1169,agent-properties,indirect,variable swap,concept swap,make more effort,make less effort,pool ||| football.,football ||| pool.,less more,-2.4710040104109794,-0.3883047695271671,-2.277942657470703,-5.5252275466918945
1188,agent-properties,indirect,variable swap,concept swap,make more effort,make less effort,truck ||| wheel.,wheel ||| truck.,less more,-0.27338031434919685,-0.12153858982492238,-0.008416175842285156,-1.089881420135498
1190,agent-properties,indirect,variable swap,concept swap,make more effort,make less effort,Ali ||| Yan.,Yan ||| Ali.,less more,-0.5766217956552282,-0.00673279890906997,-8.098583221435547,-7.400049209594727
1197,agent-properties,indirect,variable swap,concept swap,make more effort,make less effort,Ali ||| Yan.,Yan ||| Ali.,less more,-0.46247629821300507,-0.5659307688474655,-9.141013145446777,-4.929807424545288
1199,agent-properties,indirect,variable swap,concept swap,make more effort,make less effort,pool ||| football.,football ||| pool.,less more,-0.2867608778178692,-0.14527342654764652,-1.1926093101501465,-3.0372347831726074
1200,agent-properties,indirect,variable swap,concept swap,make more effort,make less effort,Ali ||| Yan.,Yan ||| Ali.,less more,-1.9596874807029963,-1.1817331271013245,-4.722038269042969,-11.698541641235352
1210,agent-properties,indirect,variable swap,concept swap,make more effort,make less effort,Mohammed ||| Alex.,Alex ||| Mohammed.,less more,-1.7913884054869413,-0.34316933737136424,-3.169281005859375,-2.186830997467041
1218,agent-properties,indirect,variable swap,concept swap,make more effort,make less effort,truck ||| box.,box ||| truck.,less more,-0.2489614631049335,-1.1362299475586042,-0.9161977767944336,-2.6459226608276367
1225,agent-properties,indirect,variable swap,concept swap,make more effort,make less effort,tennis ||| volleyball.,volleyball ||| tennis.,less more,-0.16463283688062802,-0.37138208793476224,-2.7237725257873535,-1.7070846557617188
1239,agent-properties,indirect,variable swap,concept swap,make more effort,make less effort,box ||| truck.,truck ||| box.,less more,-0.0355942573514767,-0.17917376197874546,-3.41353178024292,-0.5002899169921875
1250,agent-properties,indirect,variable swap,concept swap,make more effort,make less effort,truck ||| box.,box ||| truck.,less more,-0.3253639698086772,-0.3159339944832027,-3.0422892570495605,-3.7965877056121826
1252,agent-properties,indirect,variable swap,concept swap,make more effort,make less effort,Fatima ||| Maria.,Maria ||| Fatima.,less more,-1.4054584372788668,-0.014499765064101666,-5.890959739685059,-1.489865779876709
1272,agent-properties,indirect,variable swap,concept swap,make more effort,make less effort,Fatima ||| Maria.,Maria ||| Fatima.,less more,-0.15336267091333866,-0.14612856460735202,-2.104763984680176,-0.1433877944946289
1275,agent-properties,indirect,variable swap,concept swap,make more effort,make less effort,dominoes ||| basketball.,basketball ||| dominoes.,less more,-0.08359850570559502,-0.009461346548050642,-3.5096383094787598,-1.2202024459838867
1304,agent-properties,indirect,variable swap,concept swap,make more effort,make less effort,bus ||| volleyball.,volleyball ||| bus.,less more,-0.26666773631586693,-0.1210674797766842,-0.6937947273254395,-0.8978662490844727
1314,agent-properties,indirect,variable swap,concept swap,make more effort,make less effort,bus ||| volleyball.,volleyball ||| bus.,less more,-0.2393345913151279,-0.1580026161391288,-2.002659797668457,-0.11254644393920898
1320,agent-properties,indirect,variable swap,concept swap,make more effort,make less effort,bus ||| volleyball.,volleyball ||| bus.,less more,-0.31943260025582276,-0.12328450166387483,-2.5145583152770996,-3.225766181945801
1336,agent-properties,indirect,variable swap,concept swap,make more effort,make less effort,bus ||| volleyball.,volleyball ||| bus.,less more,-0.9810759418469388,-0.9997060125460848,-1.118483543395996,-0.5538969039916992
1342,agent-properties,indirect,variable swap,variable swap,make more effort,make less effort,Jesse ||| Wei.,Wei ||| Jesse.,,-6.707959324121475,-21.604819496860728,-0.47852516174316406,-1.210106372833252
1343,agent-properties,indirect,variable swap,variable swap,make more effort,make less effort,Wei ||| Jesse.,Jesse ||| Wei.,,-6.707959324121475,-21.604819496860728,-0.47852516174316406,-1.210106372833252
1344,agent-properties,indirect,variable swap,variable swap,make more effort,make less effort,Wei ||| Jesse.,Jesse ||| Wei.,,-6.2445286912843585,-21.620555730652995,-0.6856727600097656,-0.48648643493652344
1348,agent-properties,indirect,variable swap,variable swap,make more effort,make less effort,cards ||| hockey.,hockey ||| cards.,,-13.24623472802341,-14.647326353937387,-1.644918441772461,-2.690958023071289
1349,agent-properties,indirect,variable swap,variable swap,make more effort,make less effort,hockey ||| cards.,cards ||| hockey.,,-13.24623472802341,-14.647326353937387,-1.644918441772461,-2.690958023071289
1354,agent-properties,indirect,variable swap,variable swap,make more effort,make less effort,hockey ||| cards.,cards ||| hockey.,,-13.746203006012365,-17.561578057706356,-1.8486499786376953,-2.6805343627929688
1355,agent-properties,indirect,variable swap,variable swap,make more effort,make less effort,cards ||| hockey.,hockey ||| cards.,,-13.746203006012365,-17.561578057706356,-1.8486499786376953,-2.6805343627929688
1359,agent-properties,indirect,variable swap,variable swap,make more effort,make less effort,candle ||| airplane.,airplane ||| candle.,,-8.381745410617441,-0.18883783498313278,-0.5803375244140625,-1.9630470275878906
1360,agent-properties,indirect,variable swap,variable swap,make more effort,make less effort,candle ||| airplane.,airplane ||| candle.,,-10.393376020918367,-2.100123436655849,-1.337235450744629,-2.0832815170288086
1364,agent-properties,indirect,variable swap,variable swap,make more effort,make less effort,candle ||| airplane.,airplane ||| candle.,,-15.878332447595312,-3.8471418996341527,-1.9494409561157227,-1.1318135261535645
