pair_id,category,match_level,target_a,target_b,pivot_a,pivot_b,source_a,source_b,target_class,target_token_len,target_freq_bin_a,target_freq_bin_b,a_generic,b_generic,either_generic,both_generic,maybe_antonym,same_prefix3,same_suffix3,levenshtein,normalized_levenshtein,char_jaccard,cross_context_target_leaks,context_word_jaccard,local_window_jaccard,target_len_chars_a,target_len_chars_b
p0000132,causal_connector,0,gocious,peaceable,if,if,open_subtitles,gutenberg,adjectival,2,1-2,1-2,False,False,False,False,False,False,False,8,0.8888888888888888,0.09090909090909091,0,0.17582417582417584,0.09090909090909091,7,9
p0000133,causal_connector,0,regretful,conclusive,although,although,qwen_pair_packed,simple_wiki,adjectival,2,3-5,3-5,False,False,False,False,False,False,False,10,1.0,0.23076923076923078,0,0.09090909090909091,0.04,9,10
p0000134,causal_connector,0,budgetary,regretful,although,though,fw_preserved_compact_view,gutenberg,adjectival,2,3-5,3-5,False,False,False,False,False,False,False,7,0.7777777777777778,0.45454545454545453,0,0.09815950920245399,0.041666666666666664,9,9
p0000135,causal_connector,0,beardless,inductive,if,because,open_subtitles,simple_wiki,adjectival,2,3-5,3-5,False,False,False,False,False,False,False,9,1.0,0.15384615384615385,0,0.054187192118226604,0.043478260869565216,9,9
p0000136,causal_connector,0,radioactive,imperative,because,because,qwen_pair_packed,gutenberg,adjectival,2,11-25,11-25,False,False,False,False,False,False,True,6,0.5454545454545454,0.5454545454545454,0,0.13043478260869565,0.09090909090909091,11,10
p0000137,causal_connector,0,cancerous,truthful,if,because,open_subtitles,gutenberg,adjectival,2,11-25,11-25,False,False,False,False,False,False,False,8,0.8888888888888888,0.16666666666666666,0,0.12154696132596685,0.1,9,8
p0000138,causal_connector,0,temporal,sinful,though,because,gutenberg,simple_wiki,adjectival,2,11-25,11-25,False,False,False,False,False,False,False,7,0.875,0.07692307692307693,0,0.07253886010362694,0.14285714285714285,8,6
p0000139,causal_connector,0,hateful,scenic,because,because,gutenberg,simple_wiki,adjectival,2,26-50,26-50,False,False,False,False,False,False,False,6,0.8571428571428571,0.09090909090909091,0,0.09782608695652174,0.1111111111111111,7,6
p0000140,causal_connector,0,rascal,variable,if,if,gutenberg,fw_preserved_compact_view,adjectival,2,26-50,26-50,False,False,False,False,False,False,False,5,0.625,0.3333333333333333,0,0.06451612903225806,0.10526315789473684,6,8
p0000141,causal_connector,0,priceless,infectious,unless,if,gutenberg,open_subtitles,adjectival,2,26-50,26-50,False,False,False,False,False,False,False,8,0.8,0.3333333333333333,0,0.125,0.08333333333333333,9,10
p0000142,causal_connector,0,theoretical,architectural,if,because,bnc_spoken,open_subtitles,adjectival,2,26-50,26-50,False,False,False,False,False,False,False,9,0.6923076923076923,0.8,0,0.13333333333333333,0.041666666666666664,11,13
p0000143,causal_connector,0,thrive,shameful,although,although,qwen_pair_packed,open_subtitles,adjectival,2,26-50,26-50,False,False,False,False,False,False,False,7,0.875,0.16666666666666666,0,0.07741935483870968,0.13043478260869565,6,8
p0000144,causal_connector,1,luxurious,priceless,if,if,bnc_spoken,gutenberg,adjectival,2,26-50,26-50,False,False,False,False,False,False,False,8,0.8888888888888888,0.4,0,0.12972972972972974,0.043478260869565216,9,9
p0000145,causal_connector,1,yous,victorious,if,thus,bnc_spoken,fw_preserved_compact_view,adjectival,2,26-50,26-50,False,False,False,False,False,False,True,7,0.7,0.3333333333333333,0,0.07432432432432433,0.0,4,10
p0000146,causal_connector,0,oral,sanctuary,although,therefore,open_subtitles,gutenberg,adjectival,2,51-100,51-100,False,False,False,False,False,False,False,8,0.8888888888888888,0.2,0,0.1276595744680851,0.04,4,9
p0000147,causal_connector,0,comparative,comparable,if,though,bnc_spoken,gutenberg,adjectival,2,51-100,51-100,False,False,False,False,False,True,False,3,0.2727272727272727,0.5833333333333334,0,0.09239130434782608,0.08695652173913043,11,10
p0000148,causal_connector,1,harmful,comparable,therefore,if,fw_preserved_compact_view,qwen_pair_packed,adjectival,2,51-100,51-100,False,False,False,False,False,False,False,8,0.8,0.3333333333333333,0,0.06206896551724138,0.0,7,10
p0000149,causal_connector,0,reliable,seasonal,if,because,open_subtitles,bnc_spoken,adjectival,2,51-100,51-100,False,False,False,False,False,False,False,7,0.875,0.3333333333333333,0,0.14917127071823205,0.0,8,8
p0000150,causal_connector,0,solitary,synthetic,though,because,gutenberg,open_subtitles,adjectival,2,51-100,51-100,False,False,False,False,False,False,False,8,0.8888888888888888,0.3333333333333333,0,0.14285714285714285,0.0,8,9
p0000151,causal_connector,0,signal,substantial,if,although,qwen_pair_packed,simple_wiki,adjectival,2,101-250,101-250,False,False,False,False,False,False,False,7,0.6363636363636364,0.5555555555555556,0,0.09803921568627451,0.041666666666666664,6,11
p0000152,causal_connector,0,memorial,tribal,though,though,gutenberg,qwen_pair_packed,adjectival,2,101-250,101-250,False,False,False,False,False,False,False,5,0.625,0.4444444444444444,0,0.11170212765957446,0.05,8,6
p0000153,causal_connector,0,relative,impressive,although,though,gutenberg,open_subtitles,adjectival,2,101-250,101-250,False,False,False,False,False,False,True,6,0.6,0.4,0,0.08743169398907104,0.0,8,10
p0000154,causal_connector,0,faithful,crystal,because,because,gutenberg,simple_wiki,adjectival,2,101-250,101-250,False,False,False,False,False,False,False,7,0.875,0.2727272727272727,0,0.07772020725388601,0.045454545454545456,8,7
p0000155,causal_connector,1,magic,normal,if,if,gutenberg,open_subtitles,adjectival,2,501-1000,501-1000,False,False,False,False,False,False,False,6,1.0,0.2222222222222222,0,0.11979166666666667,0.14285714285714285,5,6
p0000156,causal_connector,1,necessary,magic,if,if,qwen_pair_packed,gutenberg,adjectival,2,501-1000,501-1000,False,False,False,False,False,False,False,9,1.0,0.2,0,0.06962025316455696,0.14285714285714285,9,5
p0000157,causal_connector,1,necessary,magic,if,if,simple_wiki,gutenberg,adjectival,2,501-1000,501-1000,False,False,False,False,False,False,False,9,1.0,0.2,0,0.08602150537634409,0.04,9,5
p0000158,causal_connector,0,hospital,serious,because,if,simple_wiki,gutenberg,adjectival,2,501-1000,501-1000,False,False,False,False,False,False,False,7,0.875,0.2727272727272727,0,0.08287292817679558,0.045454545454545456,8,7
p0000159,causal_connector,0,alive,necessary,because,if,open_subtitles,gutenberg,adjectival,2,501-1000,501-1000,False,False,False,False,False,False,False,9,1.0,0.2,0,0.1340782122905028,0.04,5,9
p0000160,causal_connector,1,magic,careful,if,if,gutenberg,childes,adjectival,2,501-1000,501-1000,False,False,False,False,False,False,False,6,0.8571428571428571,0.2,0,0.06936416184971098,0.1,5,7
p0000161,causal_connector,0,careful,serious,if,because,gutenberg,open_subtitles,adjectival,2,501-1000,501-1000,False,False,False,False,False,False,False,5,0.7142857142857143,0.3,0,0.14054054054054055,0.08695652173913043,7,7
p0000162,causal_connector,1,alive,magic,if,if,simple_wiki,gutenberg,adjectival,2,501-1000,501-1000,False,False,False,False,False,False,False,4,0.8,0.25,0,0.125,0.13043478260869565,5,5
p0000163,causal_connector,1,magic,alive,if,if,gutenberg,childes,adjectival,2,501-1000,501-1000,False,False,False,False,False,False,False,4,0.8,0.25,0,0.13043478260869565,0.09090909090909091,5,5
p0000164,causal_connector,0,music,possible,if,if,gutenberg,qwen_pair_packed,adjectival,2,1001+,1001+,False,False,False,False,False,False,False,6,0.75,0.2,0,0.10365853658536585,0.08333333333333333,5,8
p0000165,causal_connector,1,possible,drive,if,if,gutenberg,open_subtitles,adjectival,2,1001+,1001+,False,False,False,False,False,False,False,6,0.75,0.2,0,0.07582938388625593,0.08333333333333333,8,5
p0000166,causal_connector,0,beautiful,live,because,if,gutenberg,open_subtitles,adjectival,2,1001+,1001+,False,True,True,False,False,False,False,8,0.8888888888888888,0.3333333333333333,0,0.15483870967741936,0.04,9,4
p0000167,causal_connector,0,possible,special,if,because,qwen_pair_packed,childes,adjectival,2,1001+,1001+,False,False,False,False,False,False,False,6,0.75,0.5555555555555556,0,0.07432432432432433,0.0,8,7
p0000168,causal_connector,0,deal,possible,if,if,open_subtitles,gutenberg,adjectival,2,1001+,1001+,False,False,False,False,False,False,False,7,0.875,0.2222222222222222,0,0.09950248756218906,0.14285714285714285,4,8
p0000169,causal_connector,0,beautiful,possible,because,if,open_subtitles,gutenberg,adjectival,2,1001+,1001+,False,False,False,False,False,False,False,8,0.8888888888888888,0.36363636363636365,0,0.11538461538461539,0.16666666666666666,9,8
p0000170,causal_connector,1,immoral,abominable,thus,if,simple_wiki,gutenberg,adjectival,3,3-5,3-5,False,False,False,False,False,False,False,7,0.7,0.5555555555555556,0,0.06521739130434782,0.0,7,10
p0000171,causal_connector,0,objectionable,delectable,if,if,childes,gutenberg,adjectival,3,6-10,6-10,False,False,False,False,False,False,True,6,0.46153846153846156,0.5454545454545454,0,0.09340659340659341,0.043478260869565216,13,10
p0000172,causal_connector,0,factual,seismic,though,because,qwen_pair_packed,open_subtitles,adjectival,3,6-10,6-10,False,False,False,False,False,False,False,7,1.0,0.1,0,0.07407407407407407,0.0,7,7
p0000173,causal_connector,0,monotropic,presumptive,because,although,simple_wiki,fw_preserved_compact_view,adjectival,3,6-10,6-10,False,False,False,False,False,False,False,10,0.9090909090909091,0.4166666666666667,0,0.09230769230769231,0.04,10,11
p0000174,causal_connector,1,numeric,brimful,if,though,fw_preserved_compact_view,gutenberg,adjectival,3,6-10,6-10,False,False,False,False,False,False,False,7,1.0,0.4,0,0.055944055944055944,0.047619047619047616,7,7
p0000175,causal_connector,0,complementary,conscientious,because,if,fw_preserved_compact_view,gutenberg,adjectival,3,11-25,11-25,False,False,False,False,False,False,False,9,0.6923076923076923,0.35714285714285715,0,0.05660377358490566,0.041666666666666664,13,13
p0000176,causal_connector,0,glottal,harmonic,because,because,childes,bnc_spoken,adjectival,3,11-25,11-25,False,False,False,False,False,False,False,8,1.0,0.18181818181818182,0,0.13513513513513514,0.09523809523809523,7,8
p0000177,causal_connector,0,traumatic,unanimous,because,unless,simple_wiki,open_subtitles,adjectival,3,26-50,26-50,False,False,False,False,False,False,False,8,0.8888888888888888,0.4,0,0.085,0.0,9,9
p0000178,causal_connector,1,formidable,prosperous,because,if,fw_preserved_compact_view,gutenberg,adjectival,3,26-50,26-50,False,False,False,False,False,False,False,10,1.0,0.23076923076923078,0,0.09154929577464789,0.09523809523809523,10,10
p0000179,causal_connector,0,prehistoric,scandal,if,because,simple_wiki,open_subtitles,adjectival,3,51-100,51-100,False,False,False,False,False,False,False,11,1.0,0.15384615384615385,0,0.10119047619047619,0.08333333333333333,11,7
p0000180,causal_connector,1,deleterious,redoubtable,because,though,fw_preserved_compact_view,gutenberg,adjectival,4,3-5,3-5,False,False,False,False,False,False,False,10,0.9090909090909091,0.6363636363636364,0,0.07142857142857142,0.04,11,11
p0000181,causal_connector,1,paraplegic,deceptive,though,because,open_subtitles,switchboard,adjectival,4,6-10,6-10,False,False,False,False,False,False,False,9,0.9,0.36363636363636365,0,0.09937888198757763,0.05263157894736842,10,9
p0000182,causal_connector,1,algebraic,courteous,if,though,gutenberg,qwen_pair_packed,adjectival,4,11-25,11-25,False,False,False,False,False,False,False,9,1.0,0.25,0,0.08024691358024691,0.0,9,9
p0000183,causal_connector,0,plainly,earnestly,because,therefore,bnc_spoken,gutenberg,adverbish,1,51-100,51-100,False,False,False,False,False,False,False,6,0.6666666666666666,0.4,0,0.11173184357541899,0.047619047619047616,7,9
p0000184,causal_connector,0,wholly,sufficiently,because,because,gutenberg,open_subtitles,adverbish,1,51-100,51-100,False,False,False,False,False,False,False,10,0.8333333333333334,0.15384615384615385,0,0.1165644171779141,0.043478260869565216,6,12
p0000185,causal_connector,0,rely,remarkably,because,though,bnc_spoken,gutenberg,adverbish,1,51-100,51-100,False,False,False,False,False,False,False,6,0.6,0.5,0,0.10497237569060773,0.043478260869565216,4,10
p0000186,causal_connector,1,secretly,practically,if,because,gutenberg,open_subtitles,adverbish,1,51-100,51-100,False,False,False,False,False,False,False,8,0.7272727272727273,0.5,0,0.09375,0.0,8,11
p0000187,causal_connector,0,rely,accidentally,because,if,qwen_pair_packed,open_subtitles,adverbish,1,51-100,51-100,False,False,False,False,False,False,False,9,0.75,0.3,0,0.09259259259259259,0.041666666666666664,4,12
p0000188,causal_connector,0,solely,plainly,because,though,qwen_pair_packed,gutenberg,adverbish,1,51-100,51-100,False,False,False,False,False,False,False,5,0.7142857142857143,0.2222222222222222,0,0.11377245508982035,0.047619047619047616,6,7
p0000189,causal_connector,1,plainly,wholly,though,though,qwen_pair_packed,gutenberg,adverbish,1,51-100,51-100,False,False,False,False,False,False,False,5,0.7142857142857143,0.2222222222222222,0,0.10179640718562874,0.19047619047619047,7,6
p0000190,causal_connector,0,strongly,severely,therefore,though,gutenberg,bnc_spoken,adverbish,1,101-250,101-250,False,False,False,False,False,False,False,5,0.625,0.4,0,0.10050251256281408,0.0,8,8
p0000191,causal_connector,0,successfully,typically,if,although,fw_preserved_compact_view,qwen_pair_packed,adverbish,1,101-250,101-250,False,False,False,False,False,False,True,9,0.75,0.2727272727272727,0,0.10204081632653061,0.0,12,9
p0000192,causal_connector,1,necessarily,thoroughly,though,though,bnc_spoken,gutenberg,adverbish,1,101-250,101-250,False,False,False,False,False,False,False,9,0.8181818181818182,0.21428571428571427,0,0.189873417721519,0.041666666666666664,11,10
p0000193,causal_connector,0,typically,successfully,because,although,fw_preserved_compact_view,qwen_pair_packed,adverbish,1,101-250,101-250,False,False,False,False,False,False,True,9,0.75,0.2727272727272727,0,0.08759124087591241,0.0,9,12
p0000194,causal_connector,0,typically,honestly,although,because,qwen_pair_packed,bnc_spoken,adverbish,1,101-250,101-250,False,False,False,False,False,False,False,7,0.7777777777777778,0.25,0,0.07857142857142857,0.0,9,8
p0000195,causal_connector,0,jolly,unfortunately,if,if,gutenberg,bnc_spoken,adverbish,1,101-250,101-250,False,False,False,False,False,False,False,10,0.7692307692307693,0.2727272727272727,0,0.16666666666666666,0.08695652173913043,5,13
p0000196,causal_connector,0,belly,gradually,if,thus,open_subtitles,gutenberg,adverbish,1,101-250,101-250,False,False,False,False,False,False,True,6,0.6666666666666666,0.2222222222222222,0,0.059113300492610835,0.04,5,9
p0000197,causal_connector,0,primarily,relatively,although,though,qwen_pair_packed,fw_preserved_compact_view,adverbish,1,101-250,101-250,False,False,False,False,False,False,False,6,0.6,0.5,0,0.05343511450381679,0.0,9,10
p0000198,causal_connector,0,hastily,normally,though,if,qwen_pair_packed,fw_preserved_compact_view,adverbish,1,101-250,101-250,False,False,False,False,False,False,False,6,0.75,0.2727272727272727,0,0.06349206349206349,0.041666666666666664,7,8
p0000199,causal_connector,1,constantly,regularly,though,because,gutenberg,open_subtitles,adverbish,1,101-250,101-250,False,False,False,False,False,False,False,7,0.7,0.25,0,0.0797872340425532,0.0,10,9
p0000200,causal_connector,0,rarely,apply,although,if,qwen_pair_packed,fw_preserved_compact_view,adverbish,1,101-250,101-250,False,False,False,False,False,False,False,3,0.5,0.5,0,0.08053691275167785,0.0,6,5
p0000201,causal_connector,0,ugly,successfully,because,because,gutenberg,open_subtitles,adverbish,1,101-250,101-250,False,False,False,False,False,False,False,9,0.75,0.375,0,0.11917098445595854,0.041666666666666664,4,12
p0000202,causal_connector,0,initially,badly,although,because,qwen_pair_packed,gutenberg,adverbish,1,101-250,101-250,False,False,False,False,False,False,False,6,0.6666666666666666,0.375,0,0.11627906976744186,0.0,9,5
p0000203,causal_connector,0,utterly,greatly,if,though,gutenberg,qwen_pair_packed,adverbish,1,101-250,101-250,False,False,False,False,False,False,False,5,0.7142857142857143,0.625,0,0.13333333333333333,0.08333333333333333,7,7
p0000204,causal_connector,0,gravely,rarely,though,because,gutenberg,bnc_spoken,adverbish,1,101-250,101-250,False,False,False,False,False,False,True,2,0.2857142857142857,0.7142857142857143,0,0.12429378531073447,0.0,7,6
p0000205,causal_connector,1,naturally,frequently,though,although,gutenberg,qwen_pair_packed,adverbish,1,101-250,101-250,False,False,False,False,False,False,False,7,0.7,0.6,0,0.10843373493975904,0.09523809523809523,9,10
p0000206,causal_connector,0,strongly,constantly,thus,because,gutenberg,fw_preserved_compact_view,adverbish,1,101-250,101-250,False,False,False,False,False,False,False,6,0.6,0.6,0,0.09210526315789473,0.0,8,10
