direction,anchor_correct_82,column,subtask,subgroup,fine_group,item_key,pred_id,gold,pred_82,pred_84,pred_alpha075,text_a,text_b
alpha075_correct_chck84_wrong,1,BLiMP,anaphor_number_agreement,anaphor_agreement,morphology,BLiMP/anaphor_number_agreement/461,anaphor_number_agreement_461,A lot of actresses were attacking themselves.,A lot of actresses were attacking themselves.,A lot of actresses were attacking itself.,A lot of actresses were attacking themselves.,A lot of actresses were attacking themselves.,A lot of actresses were attacking itself.
alpha075_correct_chck84_wrong,1,BLiMP,anaphor_number_agreement,anaphor_agreement,morphology,BLiMP/anaphor_number_agreement/484,anaphor_number_agreement_484,Some girls approach themselves.,Some girls approach themselves.,Some girls approach itself.,Some girls approach themselves.,Some girls approach themselves.,Some girls approach itself.
chck84_correct_alpha075_wrong,0,BLiMP,anaphor_number_agreement,anaphor_agreement,morphology,BLiMP/anaphor_number_agreement/516,anaphor_number_agreement_516,Every library impresses itself.,Every library impresses themselves.,Every library impresses itself.,Every library impresses themselves.,Every library impresses itself.,Every library impresses themselves.
chck84_correct_alpha075_wrong,1,BLiMP,anaphor_number_agreement,anaphor_agreement,morphology,BLiMP/anaphor_number_agreement/526,anaphor_number_agreement_526,Peter isn't kissing himself.,Peter isn't kissing himself.,Peter isn't kissing himself.,Peter isn't kissing themselves.,Peter isn't kissing himself.,Peter isn't kissing themselves.
chck84_correct_alpha075_wrong,0,BLiMP,anaphor_number_agreement,anaphor_agreement,morphology,BLiMP/anaphor_number_agreement/604,anaphor_number_agreement_604,A documentary should disagree with itself.,A documentary should disagree with themselves.,A documentary should disagree with itself.,A documentary should disagree with themselves.,A documentary should disagree with itself.,A documentary should disagree with themselves.
chck84_correct_alpha075_wrong,0,BLiMP,anaphor_number_agreement,anaphor_agreement,morphology,BLiMP/anaphor_number_agreement/607,anaphor_number_agreement_607,Some essay is disagreeing with itself.,Some essay is disagreeing with themselves.,Some essay is disagreeing with itself.,Some essay is disagreeing with themselves.,Some essay is disagreeing with itself.,Some essay is disagreeing with themselves.
alpha075_correct_chck84_wrong,1,BLiMP,anaphor_number_agreement,anaphor_agreement,morphology,BLiMP/anaphor_number_agreement/638,anaphor_number_agreement_638,Those students could return to themselves.,Those students could return to themselves.,Those students could return to herself.,Those students could return to themselves.,Those students could return to themselves.,Those students could return to herself.
chck84_correct_alpha075_wrong,1,BLiMP,anaphor_number_agreement,anaphor_agreement,morphology,BLiMP/anaphor_number_agreement/64,anaphor_number_agreement_64,Joel escaped from himself.,Joel escaped from himself.,Joel escaped from himself.,Joel escaped from themselves.,Joel escaped from himself.,Joel escaped from themselves.
alpha075_correct_chck84_wrong,1,BLiMP,anaphor_number_agreement,anaphor_agreement,morphology,BLiMP/anaphor_number_agreement/700,anaphor_number_agreement_700,Carol does worry herself.,Carol does worry herself.,Carol does worry themselves.,Carol does worry herself.,Carol does worry herself.,Carol does worry themselves.
alpha075_correct_chck84_wrong,1,BLiMP,anaphor_number_agreement,anaphor_agreement,morphology,BLiMP/anaphor_number_agreement/721,anaphor_number_agreement_721,Bill is discovering himself.,Bill is discovering himself.,Bill is discovering themselves.,Bill is discovering himself.,Bill is discovering himself.,Bill is discovering themselves.
alpha075_correct_chck84_wrong,0,BLiMP,anaphor_number_agreement,anaphor_agreement,morphology,BLiMP/anaphor_number_agreement/738,anaphor_number_agreement_738,Guests concealed themselves.,Guests concealed herself.,Guests concealed herself.,Guests concealed themselves.,Guests concealed themselves.,Guests concealed herself.
alpha075_correct_chck84_wrong,0,BLiMP,anaphor_number_agreement,anaphor_agreement,morphology,BLiMP/anaphor_number_agreement/769,anaphor_number_agreement_769,Some students shouldn't remember themselves.,Some students shouldn't remember herself.,Some students shouldn't remember herself.,Some students shouldn't remember themselves.,Some students shouldn't remember themselves.,Some students shouldn't remember herself.
alpha075_correct_chck84_wrong,0,BLiMP,anaphor_number_agreement,anaphor_agreement,morphology,BLiMP/anaphor_number_agreement/794,anaphor_number_agreement_794,Women concealed themselves.,Women concealed herself.,Women concealed herself.,Women concealed themselves.,Women concealed themselves.,Women concealed herself.
alpha075_correct_chck84_wrong,0,BLiMP,anaphor_number_agreement,anaphor_agreement,morphology,BLiMP/anaphor_number_agreement/797,anaphor_number_agreement_797,A lot of associations shock themselves.,A lot of associations shock herself.,A lot of associations shock herself.,A lot of associations shock themselves.,A lot of associations shock themselves.,A lot of associations shock herself.
alpha075_correct_chck84_wrong,0,BLiMP,anaphor_number_agreement,anaphor_agreement,morphology,BLiMP/anaphor_number_agreement/836,anaphor_number_agreement_836,Actors hadn't concealed themselves.,Actors hadn't concealed itself.,Actors hadn't concealed itself.,Actors hadn't concealed themselves.,Actors hadn't concealed themselves.,Actors hadn't concealed itself.
alpha075_correct_chck84_wrong,1,BLiMP,anaphor_number_agreement,anaphor_agreement,morphology,BLiMP/anaphor_number_agreement/891,anaphor_number_agreement_891,Most pedestrians had irritated themselves.,Most pedestrians had irritated themselves.,Most pedestrians had irritated himself.,Most pedestrians had irritated themselves.,Most pedestrians had irritated themselves.,Most pedestrians had irritated himself.
alpha075_correct_chck84_wrong,0,BLiMP,anaphor_number_agreement,anaphor_agreement,morphology,BLiMP/anaphor_number_agreement/893,anaphor_number_agreement_893,All actresses couldn't reveal themselves.,All actresses couldn't reveal herself.,All actresses couldn't reveal herself.,All actresses couldn't reveal themselves.,All actresses couldn't reveal themselves.,All actresses couldn't reveal herself.
chck84_correct_alpha075_wrong,0,BLiMP,anaphor_number_agreement,anaphor_agreement,morphology,BLiMP/anaphor_number_agreement/898,anaphor_number_agreement_898,A story disagreed with itself.,A story disagreed with themselves.,A story disagreed with itself.,A story disagreed with themselves.,A story disagreed with itself.,A story disagreed with themselves.
alpha075_correct_chck84_wrong,1,BLiMP,anaphor_number_agreement,anaphor_agreement,morphology,BLiMP/anaphor_number_agreement/911,anaphor_number_agreement_911,Melanie hasn't visited herself.,Melanie hasn't visited herself.,Melanie hasn't visited themselves.,Melanie hasn't visited herself.,Melanie hasn't visited herself.,Melanie hasn't visited themselves.
alpha075_correct_chck84_wrong,1,BLiMP,anaphor_number_agreement,anaphor_agreement,morphology,BLiMP/anaphor_number_agreement/918,anaphor_number_agreement_918,Christina can't respect herself.,Christina can't respect herself.,Christina can't respect themselves.,Christina can't respect herself.,Christina can't respect herself.,Christina can't respect themselves.
alpha075_correct_chck84_wrong,0,BLiMP,animate_subject_passive,s-selection,syntax,BLiMP/animate_subject_passive/106,animate_subject_passive_106,Monica was hated by the guy.,Monica was hated by the windows.,Monica was hated by the windows.,Monica was hated by the guy.,Monica was hated by the guy.,Monica was hated by the windows.
alpha075_correct_chck84_wrong,1,BLiMP,animate_subject_passive,s-selection,syntax,BLiMP/animate_subject_passive/160,animate_subject_passive_160,Kathleen wasn't complained about by some lady.,Kathleen wasn't complained about by some lady.,Kathleen wasn't complained about by some stairs.,Kathleen wasn't complained about by some lady.,Kathleen wasn't complained about by some lady.,Kathleen wasn't complained about by some stairs.
chck84_correct_alpha075_wrong,0,BLiMP,animate_subject_passive,s-selection,syntax,BLiMP/animate_subject_passive/227,animate_subject_passive_227,Renee wasn't worked with by some adult.,Renee wasn't worked with by some bread.,Renee wasn't worked with by some adult.,Renee wasn't worked with by some bread.,Renee wasn't worked with by some adult.,Renee wasn't worked with by some bread.
chck84_correct_alpha075_wrong,0,BLiMP,animate_subject_passive,s-selection,syntax,BLiMP/animate_subject_passive/272,animate_subject_passive_272,Bread is cleaned by the men.,Bread is cleaned by the dogs.,Bread is cleaned by the men.,Bread is cleaned by the dogs.,Bread is cleaned by the men.,Bread is cleaned by the dogs.
chck84_correct_alpha075_wrong,1,BLiMP,animate_subject_passive,s-selection,syntax,BLiMP/animate_subject_passive/297,animate_subject_passive_297,Those museums are messed up by the lady.,Those museums are messed up by the lady.,Those museums are messed up by the lady.,Those museums are messed up by the plate.,Those museums are messed up by the lady.,Those museums are messed up by the plate.
alpha075_correct_chck84_wrong,1,BLiMP,animate_subject_passive,s-selection,syntax,BLiMP/animate_subject_passive/4,animate_subject_passive_4,The glove was noticed by some woman.,The glove was noticed by some woman.,The glove was noticed by some mouse.,The glove was noticed by some woman.,The glove was noticed by some woman.,The glove was noticed by some mouse.
chck84_correct_alpha075_wrong,0,BLiMP,animate_subject_passive,s-selection,syntax,BLiMP/animate_subject_passive/412,animate_subject_passive_412,Rebecca wasn't cured by some child.,Rebecca wasn't cured by some tomatoes.,Rebecca wasn't cured by some child.,Rebecca wasn't cured by some tomatoes.,Rebecca wasn't cured by some child.,Rebecca wasn't cured by some tomatoes.
alpha075_correct_chck84_wrong,1,BLiMP,animate_subject_passive,s-selection,syntax,BLiMP/animate_subject_passive/443,animate_subject_passive_443,Every window isn't fixed by some men.,Every window isn't fixed by some men.,Every window isn't fixed by some car.,Every window isn't fixed by some men.,Every window isn't fixed by some men.,Every window isn't fixed by some car.
alpha075_correct_chck84_wrong,1,BLiMP,animate_subject_passive,s-selection,syntax,BLiMP/animate_subject_passive/458,animate_subject_passive_458,Emily was hired by some students.,Emily was hired by some students.,Emily was hired by some diagnosis.,Emily was hired by some students.,Emily was hired by some students.,Emily was hired by some diagnosis.
alpha075_correct_chck84_wrong,1,BLiMP,animate_subject_passive,s-selection,syntax,BLiMP/animate_subject_passive/459,animate_subject_passive_459,Every art gallery isn't explored by the actresses.,Every art gallery isn't explored by the actresses.,Every art gallery isn't explored by the mirrors.,Every art gallery isn't explored by the actresses.,Every art gallery isn't explored by the actresses.,Every art gallery isn't explored by the mirrors.
chck84_correct_alpha075_wrong,0,BLiMP,animate_subject_passive,s-selection,syntax,BLiMP/animate_subject_passive/521,animate_subject_passive_521,Curtis was criticized by some guys.,Curtis was criticized by some plays.,Curtis was criticized by some guys.,Curtis was criticized by some plays.,Curtis was criticized by some guys.,Curtis was criticized by some plays.
chck84_correct_alpha075_wrong,1,BLiMP,animate_subject_passive,s-selection,syntax,BLiMP/animate_subject_passive/543,animate_subject_passive_543,Judy isn't healed by some children.,Judy isn't healed by some children.,Judy isn't healed by some children.,Judy isn't healed by some candles.,Judy isn't healed by some children.,Judy isn't healed by some candles.
chck84_correct_alpha075_wrong,0,BLiMP,animate_subject_passive,s-selection,syntax,BLiMP/animate_subject_passive/544,animate_subject_passive_544,Alicia isn't loved by the teenagers.,Alicia isn't loved by the prints.,Alicia isn't loved by the teenagers.,Alicia isn't loved by the prints.,Alicia isn't loved by the teenagers.,Alicia isn't loved by the prints.
chck84_correct_alpha075_wrong,0,BLiMP,animate_subject_passive,s-selection,syntax,BLiMP/animate_subject_passive/546,animate_subject_passive_546,Many stories were examined by some doctor.,Many stories were examined by some ice.,Many stories were examined by some doctor.,Many stories were examined by some ice.,Many stories were examined by some doctor.,Many stories were examined by some ice.
