direction,column,subtask,subgroup,fine_group,item_key,pred_id,correct_82,correct_84,correct_100,gold,pred_82,pred_84,pred_100,text_a,text_b
loss_84_to_100_no_82_84_flip,BLiMP,anaphor_gender_agreement,anaphor_agreement,morphology,BLiMP/anaphor_gender_agreement/458,anaphor_gender_agreement_458,1,1,0,Bradley couldn't upset himself.,Bradley couldn't upset himself.,Bradley couldn't upset himself.,Bradley couldn't upset herself.,Bradley couldn't upset himself.,Bradley couldn't upset herself.
loss_84_to_100_no_82_84_flip,BLiMP,anaphor_gender_agreement,anaphor_agreement,morphology,BLiMP/anaphor_gender_agreement/472,anaphor_gender_agreement_472,1,1,0,Chad will alarm himself.,Chad will alarm himself.,Chad will alarm himself.,Chad will alarm herself.,Chad will alarm himself.,Chad will alarm herself.
gain_82_to_84,BLiMP,anaphor_gender_agreement,anaphor_agreement,morphology,BLiMP/anaphor_gender_agreement/478,anaphor_gender_agreement_478,0,1,1,Eric admired himself.,Eric admired herself.,Eric admired himself.,Eric admired himself.,Eric admired himself.,Eric admired herself.
loss_84_to_100_no_82_84_flip,BLiMP,anaphor_gender_agreement,anaphor_agreement,morphology,BLiMP/anaphor_gender_agreement/482,anaphor_gender_agreement_482,1,1,0,Victoria wasn't approaching herself.,Victoria wasn't approaching herself.,Victoria wasn't approaching herself.,Victoria wasn't approaching itself.,Victoria wasn't approaching herself.,Victoria wasn't approaching itself.
loss_82_to_84,BLiMP,anaphor_gender_agreement,anaphor_agreement,morphology,BLiMP/anaphor_gender_agreement/502,anaphor_gender_agreement_502,1,0,0,Stacy had hired herself.,Stacy had hired herself.,Stacy had hired himself.,Stacy had hired himself.,Stacy had hired herself.,Stacy had hired himself.
loss_84_to_100_no_82_84_flip,BLiMP,anaphor_gender_agreement,anaphor_agreement,morphology,BLiMP/anaphor_gender_agreement/503,anaphor_gender_agreement_503,1,1,0,Frank has worked with himself.,Frank has worked with himself.,Frank has worked with himself.,Frank has worked with itself.,Frank has worked with himself.,Frank has worked with itself.
loss_84_to_100_no_82_84_flip,BLiMP,anaphor_gender_agreement,anaphor_agreement,morphology,BLiMP/anaphor_gender_agreement/520,anaphor_gender_agreement_520,1,1,0,Charles worked with himself.,Charles worked with himself.,Charles worked with himself.,Charles worked with herself.,Charles worked with himself.,Charles worked with herself.
loss_84_to_100_no_82_84_flip,BLiMP,anaphor_gender_agreement,anaphor_agreement,morphology,BLiMP/anaphor_gender_agreement/532,anaphor_gender_agreement_532,1,1,0,Theodore boasted about himself.,Theodore boasted about himself.,Theodore boasted about himself.,Theodore boasted about herself.,Theodore boasted about himself.,Theodore boasted about herself.
loss_82_to_84,BLiMP,anaphor_gender_agreement,anaphor_agreement,morphology,BLiMP/anaphor_gender_agreement/543,anaphor_gender_agreement_543,1,0,0,Katherine criticizes herself.,Katherine criticizes herself.,Katherine criticizes himself.,Katherine criticizes himself.,Katherine criticizes herself.,Katherine criticizes himself.
gain_84_to_100_no_82_84_flip,BLiMP,anaphor_gender_agreement,anaphor_agreement,morphology,BLiMP/anaphor_gender_agreement/550,anaphor_gender_agreement_550,0,0,1,This company had disturbed itself.,This company had disturbed himself.,This company had disturbed himself.,This company had disturbed itself.,This company had disturbed itself.,This company had disturbed himself.
loss_82_to_84,BLiMP,anaphor_gender_agreement,anaphor_agreement,morphology,BLiMP/anaphor_gender_agreement/555,anaphor_gender_agreement_555,1,0,1,Kristin has cured herself.,Kristin has cured herself.,Kristin has cured itself.,Kristin has cured herself.,Kristin has cured herself.,Kristin has cured itself.
loss_82_to_84,BLiMP,anaphor_gender_agreement,anaphor_agreement,morphology,BLiMP/anaphor_gender_agreement/558,anaphor_gender_agreement_558,1,0,0,Samantha appreciated herself.,Samantha appreciated herself.,Samantha appreciated itself.,Samantha appreciated itself.,Samantha appreciated herself.,Samantha appreciated itself.
loss_84_to_100_no_82_84_flip,BLiMP,anaphor_gender_agreement,anaphor_agreement,morphology,BLiMP/anaphor_gender_agreement/568,anaphor_gender_agreement_568,1,1,0,Rhonda has referenced herself.,Rhonda has referenced herself.,Rhonda has referenced herself.,Rhonda has referenced itself.,Rhonda has referenced herself.,Rhonda has referenced itself.
gain_84_to_100_no_82_84_flip,BLiMP,anaphor_gender_agreement,anaphor_agreement,morphology,BLiMP/anaphor_gender_agreement/584,anaphor_gender_agreement_584,0,0,1,Some story hasn't disagreed with itself.,Some story hasn't disagreed with himself.,Some story hasn't disagreed with himself.,Some story hasn't disagreed with itself.,Some story hasn't disagreed with itself.,Some story hasn't disagreed with himself.
loss_84_to_100_no_82_84_flip,BLiMP,anaphor_gender_agreement,anaphor_agreement,morphology,BLiMP/anaphor_gender_agreement/586,anaphor_gender_agreement_586,1,1,0,Ronald does see himself.,Ronald does see himself.,Ronald does see himself.,Ronald does see itself.,Ronald does see himself.,Ronald does see itself.
loss_82_to_84,BLiMP,anaphor_gender_agreement,anaphor_agreement,morphology,BLiMP/anaphor_gender_agreement/592,anaphor_gender_agreement_592,1,0,0,Travis wasn't firing himself.,Travis wasn't firing himself.,Travis wasn't firing itself.,Travis wasn't firing itself.,Travis wasn't firing himself.,Travis wasn't firing itself.
loss_82_to_84,BLiMP,anaphor_gender_agreement,anaphor_agreement,morphology,BLiMP/anaphor_gender_agreement/613,anaphor_gender_agreement_613,1,0,1,Bethany was confusing herself.,Bethany was confusing herself.,Bethany was confusing himself.,Bethany was confusing herself.,Bethany was confusing herself.,Bethany was confusing himself.
gain_82_to_84,BLiMP,anaphor_gender_agreement,anaphor_agreement,morphology,BLiMP/anaphor_gender_agreement/629,anaphor_gender_agreement_629,0,1,0,Aaron was discussing himself.,Aaron was discussing herself.,Aaron was discussing himself.,Aaron was discussing herself.,Aaron was discussing himself.,Aaron was discussing herself.
loss_82_to_84,BLiMP,anaphor_gender_agreement,anaphor_agreement,morphology,BLiMP/anaphor_gender_agreement/635,anaphor_gender_agreement_635,1,0,1,Stacey admires herself.,Stacey admires herself.,Stacey admires himself.,Stacey admires herself.,Stacey admires herself.,Stacey admires himself.
gain_84_to_100_no_82_84_flip,BLiMP,anaphor_gender_agreement,anaphor_agreement,morphology,BLiMP/anaphor_gender_agreement/641,anaphor_gender_agreement_641,0,0,1,Samantha should reveal herself.,Samantha should reveal himself.,Samantha should reveal himself.,Samantha should reveal herself.,Samantha should reveal herself.,Samantha should reveal himself.
gain_82_to_84,BLiMP,anaphor_gender_agreement,anaphor_agreement,morphology,BLiMP/anaphor_gender_agreement/656,anaphor_gender_agreement_656,0,1,0,William had admired himself.,William had admired herself.,William had admired himself.,William had admired herself.,William had admired himself.,William had admired herself.
loss_84_to_100_no_82_84_flip,BLiMP,anaphor_gender_agreement,anaphor_agreement,morphology,BLiMP/anaphor_gender_agreement/664,anaphor_gender_agreement_664,1,1,0,Richard hadn't bored himself.,Richard hadn't bored himself.,Richard hadn't bored himself.,Richard hadn't bored herself.,Richard hadn't bored himself.,Richard hadn't bored herself.
gain_82_to_84,BLiMP,anaphor_gender_agreement,anaphor_agreement,morphology,BLiMP/anaphor_gender_agreement/674,anaphor_gender_agreement_674,0,1,0,Clyde stunned himself.,Clyde stunned herself.,Clyde stunned himself.,Clyde stunned herself.,Clyde stunned himself.,Clyde stunned herself.
gain_82_to_84,BLiMP,anaphor_gender_agreement,anaphor_agreement,morphology,BLiMP/anaphor_gender_agreement/693,anaphor_gender_agreement_693,0,1,0,Vincent will alarm himself.,Vincent will alarm herself.,Vincent will alarm himself.,Vincent will alarm herself.,Vincent will alarm himself.,Vincent will alarm herself.
gain_84_to_100_no_82_84_flip,BLiMP,anaphor_gender_agreement,anaphor_agreement,morphology,BLiMP/anaphor_gender_agreement/697,anaphor_gender_agreement_697,0,0,1,Tamara has found herself.,Tamara has found himself.,Tamara has found himself.,Tamara has found herself.,Tamara has found herself.,Tamara has found himself.
loss_82_to_84,BLiMP,anaphor_gender_agreement,anaphor_agreement,morphology,BLiMP/anaphor_gender_agreement/715,anaphor_gender_agreement_715,1,0,0,Renee was referencing herself.,Renee was referencing herself.,Renee was referencing itself.,Renee was referencing itself.,Renee was referencing herself.,Renee was referencing itself.
loss_84_to_100_no_82_84_flip,BLiMP,anaphor_gender_agreement,anaphor_agreement,morphology,BLiMP/anaphor_gender_agreement/739,anaphor_gender_agreement_739,1,1,0,Roger could annoy himself.,Roger could annoy himself.,Roger could annoy himself.,Roger could annoy itself.,Roger could annoy himself.,Roger could annoy itself.
gain_82_to_84,BLiMP,anaphor_gender_agreement,anaphor_agreement,morphology,BLiMP/anaphor_gender_agreement/743,anaphor_gender_agreement_743,0,1,0,Aaron remembered himself.,Aaron remembered herself.,Aaron remembered himself.,Aaron remembered herself.,Aaron remembered himself.,Aaron remembered herself.
gain_82_to_84,BLiMP,anaphor_gender_agreement,anaphor_agreement,morphology,BLiMP/anaphor_gender_agreement/752,anaphor_gender_agreement_752,0,1,0,Stephen could dislike himself.,Stephen could dislike herself.,Stephen could dislike himself.,Stephen could dislike herself.,Stephen could dislike himself.,Stephen could dislike herself.
gain_82_to_84,BLiMP,anaphor_gender_agreement,anaphor_agreement,morphology,BLiMP/anaphor_gender_agreement/77,anaphor_gender_agreement_77,0,1,0,Curtis won't describe himself.,Curtis won't describe itself.,Curtis won't describe himself.,Curtis won't describe itself.,Curtis won't describe himself.,Curtis won't describe itself.
loss_84_to_100_no_82_84_flip,BLiMP,anaphor_gender_agreement,anaphor_agreement,morphology,BLiMP/anaphor_gender_agreement/794,anaphor_gender_agreement_794,1,1,0,Charles would appreciate himself.,Charles would appreciate himself.,Charles would appreciate himself.,Charles would appreciate herself.,Charles would appreciate himself.,Charles would appreciate herself.
loss_84_to_100_no_82_84_flip,BLiMP,anaphor_gender_agreement,anaphor_agreement,morphology,BLiMP/anaphor_gender_agreement/809,anaphor_gender_agreement_809,1,1,0,Julia referenced herself.,Julia referenced herself.,Julia referenced herself.,Julia referenced itself.,Julia referenced herself.,Julia referenced itself.
loss_84_to_100_no_82_84_flip,BLiMP,anaphor_gender_agreement,anaphor_agreement,morphology,BLiMP/anaphor_gender_agreement/81,anaphor_gender_agreement_81,1,1,0,Clyde hasn't hated himself.,Clyde hasn't hated himself.,Clyde hasn't hated himself.,Clyde hasn't hated itself.,Clyde hasn't hated himself.,Clyde hasn't hated itself.
loss_82_to_84,BLiMP,anaphor_gender_agreement,anaphor_agreement,morphology,BLiMP/anaphor_gender_agreement/822,anaphor_gender_agreement_822,1,0,1,Paula isn't disturbing herself.,Paula isn't disturbing herself.,Paula isn't disturbing himself.,Paula isn't disturbing herself.,Paula isn't disturbing herself.,Paula isn't disturbing himself.
loss_82_to_84,BLiMP,anaphor_gender_agreement,anaphor_agreement,morphology,BLiMP/anaphor_gender_agreement/847,anaphor_gender_agreement_847,1,0,1,Theresa couldn't flee from herself.,Theresa couldn't flee from herself.,Theresa couldn't flee from himself.,Theresa couldn't flee from herself.,Theresa couldn't flee from herself.,Theresa couldn't flee from himself.
loss_82_to_84,BLiMP,anaphor_gender_agreement,anaphor_agreement,morphology,BLiMP/anaphor_gender_agreement/856,anaphor_gender_agreement_856,1,0,1,Anna hadn't fled from herself.,Anna hadn't fled from herself.,Anna hadn't fled from itself.,Anna hadn't fled from herself.,Anna hadn't fled from herself.,Anna hadn't fled from itself.
loss_84_to_100_no_82_84_flip,BLiMP,anaphor_gender_agreement,anaphor_agreement,morphology,BLiMP/anaphor_gender_agreement/877,anaphor_gender_agreement_877,1,1,0,Thomas worked with himself.,Thomas worked with himself.,Thomas worked with himself.,Thomas worked with herself.,Thomas worked with himself.,Thomas worked with herself.
