endpoint,split,example_id,row_index,correct,gold,prediction,prompt,solution0,solution1,group,label,prediction_path
coherent86,parallel,parallel_ex000062_eng_latn,56,0,Your right elbow, Your left shoulder,What can you hold in your left hand but not in your right hand?,Your right elbow,Your left shoulder,parent,0,experiments/archive/frontier_consolidation/data/private_scale_sentinel_eval/coherent86_private_scale_0p75/official_outputs/coherent86_private_scale_0p75/GlobalPIQA_parallel/final/full_coherent86_private_scale_0p75_GlobalPIQA_parallel/zero_shot/mlm/global_piqa_parallel/global_piqa_parallel/predictions.json
coherent86,parallel,parallel_ex000063_eng_latn,57,0,A tin can, A glass jar,"To pound small nails, what could be used instead of a hammer?",A leather belt,A glass jar,parent,2,experiments/archive/frontier_consolidation/data/private_scale_sentinel_eval/coherent86_private_scale_0p75/official_outputs/coherent86_private_scale_0p75/GlobalPIQA_parallel/final/full_coherent86_private_scale_0p75_GlobalPIQA_parallel/zero_shot/mlm/global_piqa_parallel/global_piqa_parallel/predictions.json
coherent86,parallel,parallel_ex000064_eng_latn,58,0,The side of the house that faces downhill, The side of the house that faces the sun,"If a car is parked lower than the house, then which side of the house is it on?",The side of the house that faces uphill,The side of the house that faces downhill,parent,1,experiments/archive/frontier_consolidation/data/private_scale_sentinel_eval/coherent86_private_scale_0p75/official_outputs/coherent86_private_scale_0p75/GlobalPIQA_parallel/final/full_coherent86_private_scale_0p75_GlobalPIQA_parallel/zero_shot/mlm/global_piqa_parallel/global_piqa_parallel/predictions.json
coherent86,parallel,parallel_ex000065_eng_latn,59,1,"Using oven mitts, grab it from both sides and carefully lift it out of the oven"," Using oven mitts, grab it from both sides and carefully lift it out of the oven",How should I take a hot dish out of the oven?,"Using oven mitts, grab it from the lid and carefully lift it out of the oven","Using oven mitts, grab it from both sides and carefully lift it out of the oven",parent,1,experiments/archive/frontier_consolidation/data/private_scale_sentinel_eval/coherent86_private_scale_0p75/official_outputs/coherent86_private_scale_0p75/GlobalPIQA_parallel/final/full_coherent86_private_scale_0p75_GlobalPIQA_parallel/zero_shot/mlm/global_piqa_parallel/global_piqa_parallel/predictions.json
coherent86,parallel,parallel_ex000066_eng_latn,60,1,A razor blade, A razor blade,What can you use to shave your head?,A kitchen knife,A pocket knife,parent,2,experiments/archive/frontier_consolidation/data/private_scale_sentinel_eval/coherent86_private_scale_0p75/official_outputs/coherent86_private_scale_0p75/GlobalPIQA_parallel/final/full_coherent86_private_scale_0p75_GlobalPIQA_parallel/zero_shot/mlm/global_piqa_parallel/global_piqa_parallel/predictions.json
coherent86,parallel,parallel_ex000067_eng_latn,61,0,An axe, A kitchen knife,What can you use to chop wood?,Scissors,An axe,parent,1,experiments/archive/frontier_consolidation/data/private_scale_sentinel_eval/coherent86_private_scale_0p75/official_outputs/coherent86_private_scale_0p75/GlobalPIQA_parallel/final/full_coherent86_private_scale_0p75_GlobalPIQA_parallel/zero_shot/mlm/global_piqa_parallel/global_piqa_parallel/predictions.json
coherent86,parallel,parallel_ex000068_eng_latn,62,1,"Pants, socks, then shoes"," Pants, socks, then shoes",What order should you put on your clothing before leaving the house?,"Shoes, socks, then pants","Pants, socks, then shoes",parent,1,experiments/archive/frontier_consolidation/data/private_scale_sentinel_eval/coherent86_private_scale_0p75/official_outputs/coherent86_private_scale_0p75/GlobalPIQA_parallel/final/full_coherent86_private_scale_0p75_GlobalPIQA_parallel/zero_shot/mlm/global_piqa_parallel/global_piqa_parallel/predictions.json
coherent86,parallel,parallel_ex000069_eng_latn,63,0,Nylon shirts, Linen shirts,A person is drying a shirt on a windy day in the yard. What kind of shirts will lose moisture faster?,Linen shirts,Denim shirts,parent,3,experiments/archive/frontier_consolidation/data/private_scale_sentinel_eval/coherent86_private_scale_0p75/official_outputs/coherent86_private_scale_0p75/GlobalPIQA_parallel/final/full_coherent86_private_scale_0p75_GlobalPIQA_parallel/zero_shot/mlm/global_piqa_parallel/global_piqa_parallel/predictions.json
coherent86,parallel,parallel_ex000070_eng_latn,64,0,Drink water throughout the hike, Drink all your water as soon as you start the hike,How do you make sure to stay hydrated on a long hike?,Drink all your water when you finish the hike,Drink water throughout the hike,parent,1,experiments/archive/frontier_consolidation/data/private_scale_sentinel_eval/coherent86_private_scale_0p75/official_outputs/coherent86_private_scale_0p75/GlobalPIQA_parallel/final/full_coherent86_private_scale_0p75_GlobalPIQA_parallel/zero_shot/mlm/global_piqa_parallel/global_piqa_parallel/predictions.json
coherent86,parallel,parallel_ex000071_eng_latn,65,0,The wick should be longer than the height of the candle wax, The wick should be shorter than the height of the candle wax,"How long is the wick of a candle, compared to the height of the candle wax?",The wick should be the same length as the height of the candle wax,The wick should be shorter than the height of the candle wax,parent,3,experiments/archive/frontier_consolidation/data/private_scale_sentinel_eval/coherent86_private_scale_0p75/official_outputs/coherent86_private_scale_0p75/GlobalPIQA_parallel/final/full_coherent86_private_scale_0p75_GlobalPIQA_parallel/zero_shot/mlm/global_piqa_parallel/global_piqa_parallel/predictions.json
coherent86,parallel,parallel_ex000072_eng_latn,66,0,They will make the same amount of water overflow, The steel cube will make more water overflow,"You have a cube made of steel and a cube made of plastic with the same volume. If you gently put each cube underwater in a glass full of water, which one will make more volume of water overflow?",The plastic cube will make more water overflow,They will make the same amount of water overflow,parent,1,experiments/archive/frontier_consolidation/data/private_scale_sentinel_eval/coherent86_private_scale_0p75/official_outputs/coherent86_private_scale_0p75/GlobalPIQA_parallel/final/full_coherent86_private_scale_0p75_GlobalPIQA_parallel/zero_shot/mlm/global_piqa_parallel/global_piqa_parallel/predictions.json
coherent86,parallel,parallel_ex000073_eng_latn,67,0,An alcohol-soaked cotton ball, A water-soaked cotton ball,"Before injection with a needle, what should you clean the injection site with?",An alcohol-soaked leather pad,A water-soaked cotton ball,parent,2,experiments/archive/frontier_consolidation/data/private_scale_sentinel_eval/coherent86_private_scale_0p75/official_outputs/coherent86_private_scale_0p75/GlobalPIQA_parallel/final/full_coherent86_private_scale_0p75_GlobalPIQA_parallel/zero_shot/mlm/global_piqa_parallel/global_piqa_parallel/predictions.json
coherent86,parallel,parallel_ex000074_eng_latn,68,1,Wrap the cup with a plastic bag, Wrap the cup with a plastic bag,"If a plastic cup is cracked, what can be done to stop the water from leaking out?",Wrap the cup with a sock,Wrap the cup with paper,parent,2,experiments/archive/frontier_consolidation/data/private_scale_sentinel_eval/coherent86_private_scale_0p75/official_outputs/coherent86_private_scale_0p75/GlobalPIQA_parallel/final/full_coherent86_private_scale_0p75_GlobalPIQA_parallel/zero_shot/mlm/global_piqa_parallel/global_piqa_parallel/predictions.json
coherent86,parallel,parallel_ex000075_eng_latn,69,1,200 liters, 200 liters,How much water fills an average bathtub?,1000 liters,50 liters,parent,3,experiments/archive/frontier_consolidation/data/private_scale_sentinel_eval/coherent86_private_scale_0p75/official_outputs/coherent86_private_scale_0p75/GlobalPIQA_parallel/final/full_coherent86_private_scale_0p75_GlobalPIQA_parallel/zero_shot/mlm/global_piqa_parallel/global_piqa_parallel/predictions.json
coherent86,parallel,parallel_ex000076_eng_latn,70,1,Do not cover it, Do not cover it,How do you make a candle burn for a long time?,Do not cover it,Cover it with aluminum foil,parent,0,experiments/archive/frontier_consolidation/data/private_scale_sentinel_eval/coherent86_private_scale_0p75/official_outputs/coherent86_private_scale_0p75/GlobalPIQA_parallel/final/full_coherent86_private_scale_0p75_GlobalPIQA_parallel/zero_shot/mlm/global_piqa_parallel/global_piqa_parallel/predictions.json
coherent86,parallel,parallel_ex000077_eng_latn,71,0,A stick, A knife,"While mother was sweeping the house, a coin that was on the floor was hit by the broom. The coin rolled far under the refrigerator. What could she use to get the coin out?",A sock,A fork,parent,2,experiments/archive/frontier_consolidation/data/private_scale_sentinel_eval/coherent86_private_scale_0p75/official_outputs/coherent86_private_scale_0p75/GlobalPIQA_parallel/final/full_coherent86_private_scale_0p75_GlobalPIQA_parallel/zero_shot/mlm/global_piqa_parallel/global_piqa_parallel/predictions.json
coherent86,parallel,parallel_ex000078_eng_latn,72,0,In the refrigerator, In the oven,"To stop a banana from ripening too fast, where can you put it?",In the oven,In a bowl,parent,2,experiments/archive/frontier_consolidation/data/private_scale_sentinel_eval/coherent86_private_scale_0p75/official_outputs/coherent86_private_scale_0p75/GlobalPIQA_parallel/final/full_coherent86_private_scale_0p75_GlobalPIQA_parallel/zero_shot/mlm/global_piqa_parallel/global_piqa_parallel/predictions.json
coherent86,parallel,parallel_ex000079_eng_latn,73,0,The car has worn out tires, The car has lost a tire,A car is skidding out of control. What scenario would make the car skid faster?,The car has new tires,The car has lost a tire,parent,3,experiments/archive/frontier_consolidation/data/private_scale_sentinel_eval/coherent86_private_scale_0p75/official_outputs/coherent86_private_scale_0p75/GlobalPIQA_parallel/final/full_coherent86_private_scale_0p75_GlobalPIQA_parallel/zero_shot/mlm/global_piqa_parallel/global_piqa_parallel/predictions.json
coherent86,parallel,parallel_ex000080_eng_latn,74,1,The plain water will freeze faster, The plain water will freeze faster,You have a cup of plain water and a cup of salt water. You put both in the freezer. Which will freeze faster?,The salt water will freeze faster,They will freeze at the same rate,parent,2,experiments/archive/frontier_consolidation/data/private_scale_sentinel_eval/coherent86_private_scale_0p75/official_outputs/coherent86_private_scale_0p75/GlobalPIQA_parallel/final/full_coherent86_private_scale_0p75_GlobalPIQA_parallel/zero_shot/mlm/global_piqa_parallel/global_piqa_parallel/predictions.json
coherent86,parallel,parallel_ex000081_eng_latn,75,1,Flatten out the towel and do not fold it, Flatten out the towel and do not fold it,A wet towel is lying crumpled up on the bathroom floor. How should you make it dry faster?,Flatten out the towel and do not fold it,Flatten out the towel and fold it into quarters,parent,0,experiments/archive/frontier_consolidation/data/private_scale_sentinel_eval/coherent86_private_scale_0p75/official_outputs/coherent86_private_scale_0p75/GlobalPIQA_parallel/final/full_coherent86_private_scale_0p75_GlobalPIQA_parallel/zero_shot/mlm/global_piqa_parallel/global_piqa_parallel/predictions.json
coherent86,parallel,parallel_ex000082_eng_latn,76,0,A dull low sound, An echoing sound,You arrive at a lake and want to check the thickness of the ice. You hit the ice with a stick. What kind of sound would mean the ice is safer to walk on?,A dull low sound,A high rattling sound,parent,0,experiments/archive/frontier_consolidation/data/private_scale_sentinel_eval/coherent86_private_scale_0p75/official_outputs/coherent86_private_scale_0p75/GlobalPIQA_parallel/final/full_coherent86_private_scale_0p75_GlobalPIQA_parallel/zero_shot/mlm/global_piqa_parallel/global_piqa_parallel/predictions.json
coherent86,parallel,parallel_ex000083_eng_latn,77,0,Less than 20cm, 20cm,"A person is walking in deep, fluffy snow, and their feet sink 20cm into the snow. A person with the same weight but much larger feet walks in the same snow. How much will the second person's feet sink into the snow?",20cm,Less than 20cm,parent,1,experiments/archive/frontier_consolidation/data/private_scale_sentinel_eval/coherent86_private_scale_0p75/official_outputs/coherent86_private_scale_0p75/GlobalPIQA_parallel/final/full_coherent86_private_scale_0p75_GlobalPIQA_parallel/zero_shot/mlm/global_piqa_parallel/global_piqa_parallel/predictions.json
coherent86,parallel,parallel_ex000084_eng_latn,78,0,No, Yes,"The deadline for a report is two weeks from today. We will meet about the report in one week. If the meeting is postponed by two weeks, will it still be before the report deadline?",Unable to answer,No,parent,1,experiments/archive/frontier_consolidation/data/private_scale_sentinel_eval/coherent86_private_scale_0p75/official_outputs/coherent86_private_scale_0p75/GlobalPIQA_parallel/final/full_coherent86_private_scale_0p75_GlobalPIQA_parallel/zero_shot/mlm/global_piqa_parallel/global_piqa_parallel/predictions.json
